"","num","A_Year_Built","A_Construction_Quality","A_Building_Condition","A_HVAC","A_Building_Type","A_Gross_Building_Area","A_Net_Leaseable_Area"
"9684",60023230,"2013","AVERAGE PLUS","EXCELLENT","CENTRAL AIR TO AIR","APARTMENT <= 3 STORIES","3,588","0"
"9685",60023260,"2013","AVERAGE PLUS","EXCELLENT","CENTRAL AIR TO AIR","APARTMENT <= 3 STORIES","3,588","0"
"9686",10945000,"1959","AVERAGE PLUS","GOOD","HEAT PUMP INDIVIDUAL UNIT","MIXED RETAIL W/ OFFICE UNITS","4,000","0"
"9687",44232215,"1900","GOOD","GOOD","COMPLETE HVAC","DORMITORY RESIDENCE HALLS","11,312","0"
"9688",44232195,"","UNKNOWN","UNKNOWN","","","1","0"
"9689",44232180,"1900","GOOD","GOOD","HEAT PUMP INDIVIDUAL UNIT","DORMITORY RESIDENCE HALLS","21,000","0"
"9690",44232170,"","UNKNOWN","UNKNOWN","","","1","0"
"9691",44232165,"","UNKNOWN","UNKNOWN","","","1","0"
"9692",44232160,"","UNKNOWN","UNKNOWN","","","1","0"
"9693",44232145,"","UNKNOWN","UNKNOWN","","","1","0"
"9694",44232140,"","UNKNOWN","UNKNOWN","","","1","0"
"9695",44232135,"","UNKNOWN","UNKNOWN","","","1","0"
"9696",44232130,"","UNKNOWN","UNKNOWN","","","1","0"
"9697",44232125,"","UNKNOWN","UNKNOWN","","","1","0"
"9698",44232120,"","UNKNOWN","UNKNOWN","","","1","0"
"9699",44232115,"","UNKNOWN","UNKNOWN","","","1","0"
"9700",44232110,"","UNKNOWN","UNKNOWN","","","1","0"
"9701",44232105,"","UNKNOWN","UNKNOWN","","","1","0"
"9702",44232380,"1990","VERY GOOD","VERY GOOD","COMPLETE HVAC","SCHOOL - FINE ARTS BUILDING","20,000","0"
"9703",44232370,"2005","VERY GOOD","EXCELLENT","COMPLETE HVAC","SCHOOL - SCIENCE BUILDING","27,120","0"
"9704",44232300,"1940","VERY GOOD","VERY GOOD","COMPLETE HVAC","FRATERNAL BUILDING","4,971","0"
"9705",44232220,"","UNKNOWN","UNKNOWN","","","1","0"
"9706",44232100,"","UNKNOWN","UNKNOWN","","","1","0"
"9707",60030760,"1968","EXCELLENT","EXCELLENT","HEAT PUMP INDIVIDUAL UNIT","LUXURY APARTMENTS HI-RISE","608,495","333,961"
"9708",60020760,"1984","VERY GOOD","GOOD","COMPLETE HVAC","RESTAURANT","14,773","0"
"9709",33696500,"","UNKNOWN","UNKNOWN","","","1","0"
"9710",33696446,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9711",33696448,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9712",33696450,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9713",33696452,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9714",33696454,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9715",33696456,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9716",33696458,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9717",33696460,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9718",33696430,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9719",33696432,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9720",33696434,"1974","GOOD","AVERAGE","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9721",33696436,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9722",33696438,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9723",33696440,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9724",33696442,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9725",33696444,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9726",33696350,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9727",33696352,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9728",33696354,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9729",33696356,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9730",33696358,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9731",33696360,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9732",33696362,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9733",33696364,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9734",33696414,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9735",33696416,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9736",33696418,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9737",33696420,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES","1,239","0"
"9738",33696422,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9739",33696424,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9740",33696426,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9741",33696428,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9742",33696366,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9743",33696368,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9744",33696370,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9745",33696372,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9746",33696374,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9747",33696376,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9748",33696378,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9749",33696380,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9750",33696382,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9751",33696384,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9752",33696386,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9753",33696388,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9754",33696390,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9755",33696392,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9756",33696394,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9757",33696396,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9758",33696398,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9759",33696400,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9760",33696402,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9761",33696404,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9762",33696406,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9763",33696408,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9764",33696410,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9765",33696412,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9766",33696302,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9767",33696304,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9768",33696306,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9769",33696308,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9770",33696310,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9771",33696312,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9772",33696314,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9773",33696316,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9774",33696318,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9775",33696320,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9776",33696322,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9777",33696324,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9778",33696326,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9779",33696328,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9780",33696330,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9781",33696332,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9782",33696334,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9783",33696336,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9784",33696338,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9785",33696340,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9786",33696342,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9787",33696344,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9788",33696346,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9789",33696348,"1974","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9790",50718500,"1963","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"9791",50718510,"1963","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"9792",50718520,"1963","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"9793",50718530,"1963","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"9794",50718540,"1963","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"9795",50718550,"1963","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"9796",50718560,"1963","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"9797",50718570,"1963","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"9798",50718580,"1963","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"9799",50718590,"1963","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"9800",50718600,"1963","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"9801",50718610,"1963","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"9802",50717900,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9803",50717910,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9804",50717920,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9805",50717930,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9806",50717940,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9807",50717950,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9808",50717960,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9809",50717970,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9810",50717980,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9811",50717990,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9812",50718000,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9813",50718010,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9814",50717630,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9815",50717640,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9816",50717650,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9817",50717660,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9818",50717670,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9819",50717680,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9820",50717690,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9821",50717700,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9822",50717710,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9823",50717720,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9824",50717730,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9825",50717740,"1963","VERY GOOD","EXCELLENT","ERROR","CONDO <= 3 STORIES",NA,NA
"9826",17425500,"2009","GOOD PLUS","AVERAGE","NONE","1 STORY","1","0"
"9827",50663810,"","UNKNOWN","UNKNOWN","","","1","0"
"9828",50676630,"1999","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9829",50676640,"1999","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9830",50676530,"1999","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9831",50676540,"1999","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"9832",50676550,"1999","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
