"","num","A_Year_Built","A_Construction_Quality","A_Building_Condition","A_HVAC","A_Building_Type","A_Gross_Building_Area","A_Net_Leaseable_Area"
"184",50468600,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"185",50468610,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"186",50468620,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"187",50468630,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"188",50468640,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"189",50468650,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"190",50468660,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"191",50468670,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"192",50468680,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"193",50468690,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"194",50468700,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"195",50468710,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"196",50468720,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"197",50468730,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"198",50468740,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"199",50468750,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"200",50468760,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"201",50468770,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"202",50468780,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"203",50468790,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"204",50468800,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"205",50468810,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"206",50468820,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"207",50468830,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"208",50468840,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"209",50468850,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"210",50468860,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"211",50468870,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"212",50468880,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"213",50468890,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"214",50468900,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"215",50468910,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"216",50468920,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"217",50468930,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"218",50468940,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"219",50468950,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"220",50468960,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"221",50468970,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"222",50468980,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"223",50468990,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"224",50469000,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"225",50469010,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"226",50469020,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"227",50469030,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"228",50469040,"1961","GOOD","GOOD","CENTRAL AIR TO AIR","CONDO > 3 STORIES",NA,NA
"229",50227240,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"230",50227250,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"231",50213000,"","UNKNOWN","UNKNOWN","","","1","0"
"232",50227260,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"233",50227270,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"234",50227280,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"235",50227290,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"236",50227300,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"237",50227320,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"238",50227310,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"239",50227330,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"240",50227340,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"241",50227350,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"242",50225910,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"243",50225940,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"244",50225920,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"245",50225950,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"246",50225930,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"247",50225960,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"248",50226280,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"249",50225970,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"250",50226000,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"251",50225980,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"252",50226010,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"253",50225990,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"254",50226020,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"255",50226290,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"256",50226030,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"257",50226060,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"258",50226040,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"259",50226070,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"260",50226050,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"261",50226080,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"262",50226320,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"263",50226300,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"264",50226340,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"265",50226310,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"266",50226090,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"267",50226120,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"268",50226100,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"269",50226130,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"270",50226110,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"271",50226140,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"272",50226370,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"273",50226350,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"274",50226380,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"275",50226360,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"276",50226150,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"277",50226390,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"278",50226160,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"279",50226400,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"280",50226170,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"281",50226180,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"282",50226210,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"283",50226190,"1948","VERY GOOD","FAIR","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"284",50226220,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"285",50226200,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"286",50226230,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"287",50226240,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"288",50226250,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"289",50226260,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"290",50226270,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"291",50225080,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"292",50225020,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"293",50225050,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"294",50225030,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"295",50225060,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"296",50225040,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"297",50225070,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"298",50224960,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"299",50224990,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"300",50224970,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"301",50225000,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"302",50224980,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"303",50225010,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"304",50224950,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"305",50224940,"1948","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"306",60040340,"2020","EXCELLENT","EXCELLENT","","TOWNHOUSE 3  STORY","0","0"
"307",50411510,"2020","EXCELLENT","EXCELLENT","","TOWNHOUSE 3  STORY","0","0"
"308",60041000,"2020","EXCELLENT","EXCELLENT","","TOWNHOUSE 3  STORY","0","0"
"309",50411500,"1984","GOOD","GOOD","HOT CHILLED WATER","APARTMENTS (HI-RISE)","178,179","156,227"
"310",60000080,"1940","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"311",60000090,"1940","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"312",60000100,"2005","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"313",60000110,"1940","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"314",60000120,"1940","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"315",60000130,"1940","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"316",60000140,"1940","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"317",60000150,"1940","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"318",60000160,"1940","VERY GOOD","EXCELLENT","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"319",50404500,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"320",50404510,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"321",50404520,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"322",50404530,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"323",50404540,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"324",50404550,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"325",50404560,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"326",50404570,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"327",50404580,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"328",50404590,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"329",50404600,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"330",50404610,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"331",50404620,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"332",50404630,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"333",50404640,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"334",50404650,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"335",50404660,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"336",50404670,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"337",50404680,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"338",50404690,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"339",50404700,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"340",50404710,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"341",50404720,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"342",50404730,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"343",50404740,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"344",50404750,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"345",50404760,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"346",50404770,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"347",50404780,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"348",50404790,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"349",50404800,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"350",50404810,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"351",50404820,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"352",50404830,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"353",50404840,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"354",50404850,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"355",50404860,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"356",50404870,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"357",50404880,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"358",50404890,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"359",50404900,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"360",50404910,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"361",50415500,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"362",50415510,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"363",50415520,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"364",50415530,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"365",50415540,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"366",50415550,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"367",50415560,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"368",50415570,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"369",50415580,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"370",50415590,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"371",50415600,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"372",50415610,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"373",50415620,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"374",50415630,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"375",50415640,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"376",50415650,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"377",50415660,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"378",50415670,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"379",50415680,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"380",50415690,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"381",50415700,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"382",50415710,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"383",50415720,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"384",50415730,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"385",50404920,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"386",50404930,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"387",50404940,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"388",50404950,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"389",50404960,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"390",50404970,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"391",50404980,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"392",50404990,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"393",50405000,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"394",50405010,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"395",50405020,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"396",50405030,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"397",50405040,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"398",50405050,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"399",50405060,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"400",50405070,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"401",50405080,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"402",50405090,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"403",50406000,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"404",50406010,"1944","VERY GOOD","VERY GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"405",12301000,"1950","GOOD","GOOD","HOT WATER","MULTIPLE - RESIDENTIAL","164,000","83,835"
"406",12825000,"","UNKNOWN","UNKNOWN","","","1","0"
"407",50624830,"1942","VERY GOOD","GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"408",50624840,"1942","VERY GOOD","GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"409",50624850,"1942","VERY GOOD","GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"410",50624860,"1942","VERY GOOD","GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"411",50624870,"1942","VERY GOOD","GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"412",50624880,"1942","VERY GOOD","GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"413",50624890,"1942","VERY GOOD","GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
"414",50624900,"1942","VERY GOOD","GOOD","CENTRAL AIR TO AIR","CONDO <= 3 STORIES",NA,NA
