"","num","A_Sales_Year","A_Sales_Value"
"74430","50364610","09/08/2004","$724,900"
"74431","50364610","05/16/2003","$629,900"
"74432","50364610","11/13/1985","$265,000"
"74433","50364620","11/01/2018","$0"
"74434","50364620","05/21/1992","$0"
"74435","50364620","10/20/1983","$230,000"
"74436","50364620","06/08/1982","$180,000"
"74437","29472000","01/29/1997","$0"
"74438","29472000","10/18/1972","$61,000"
"74439","29464000","06/30/2022","$915,000"
"74440","29464000","05/12/1997","$0"
"74441","29464000","07/27/1987","$225,000"
"74442","29464000","06/01/1961","$34,950"
"74443","29480000","10/12/2023","$820,000"
"74444","29480000","01/18/2022","$0"
"74445","29480000","08/27/2003","$0"
"74446","29480000","07/01/1965","$46,000"
"74447","29456000","01/28/2025","$1,032,500"
"74448","29456000","10/27/2021","$900,000"
"74449","29456000","04/28/2015","$0"
"74450","29456000","05/25/1988","$285,500"
"74451","29456000","09/04/1987","$0"
"74452","29456000","01/01/1964","$0"
"74453","29528000","12/14/1999","$0"
"74454","29528000","12/08/1989","$305,000"
"74455","29528000","02/01/1972","$52,000"
"74456","29520000","03/29/2005","$0"
"74457","29520000","12/06/2004","$0"
"74458","29520000","08/01/1961","$33,950"
"74459","29536000","04/21/2021","$0"
"74460","29536000","05/26/1995","$280,000"
"74461","29536000","01/07/1985","$170,000"
"74462","29536000","05/29/1973","$72,000"
"74463","29544000","10/26/2022","$855,000"
"74464","29544000","06/05/2010","$0"
"74465","29544000","01/21/2003","$480,000"
"74466","29544000","06/27/1994","$307,000"
"74467","29544000","08/20/1985","$182,500"
"74468","29512000","06/29/1981","$150,000"
"74469","29512000","06/21/1976","$85,000"
"74470","29512000","01/01/1942","$0"
"74471","29552000","09/23/2024","$975,000"
"74472","29552000","10/09/2012","$635,000"
"74473","29552000","07/29/2011","$645,000"
"74474","29552000","12/05/2000","$0"
"74475","29552000","10/12/2000","$0"
"74476","29552000","10/18/1996","$290,000"
"74477","29560000","08/07/2024","$0"
"74478","29560000","06/25/2014","$580,000"
"74479","29560000","06/07/2011","$0"
"74480","29560000","04/23/1998","$0"
"74481","29560000","05/17/1979","$128,000"
"74482","29560000","12/01/1969","$47,000"
"74483","29504000","05/24/2021","$962,500"
"74484","29504000","05/12/2009","$680,000"
"74485","29504000","10/12/2000","$307,000"
"74486","29504000","01/01/1985","$145,300"
"74487","29504000","08/01/1965","$39,325"
"74488","29568000","04/24/2024","$200,000"
"74489","29568000","06/21/2018","$699,900"
"74490","29568000","02/01/2018","$0"
"74491","29568000","09/26/2002","$0"
"74492","29568000","06/04/2001","$370,000"
"74493","29568000","07/24/1998","$300,000"
"74494","29448050","06/01/2020","$813,000"
"74495","29448050","08/13/2019","$0"
"74496","29448050","11/21/2017","$0"
"74497","29448050","01/23/2013","$579,000"
"74498","29448050","03/26/2002","$399,000"
"74499","29448050","07/29/1996","$315,500"
"74500","29448050","07/04/1976","$40,000"
"74501","29576000","04/27/2015","$646,650"
"74502","29576000","10/25/2005","$695,000"
"74503","29576000","04/04/2003","$0"
"74504","29576000","07/10/1973","$76,500"
"74505","29496000","03/22/2000","$330,000"
"74506","29496000","12/16/1988","$293,000"
"74507","29496000","08/27/1984","$165,000"
"74508","29584000","11/15/2011","$0"
"74509","29584000","04/21/2008","$655,000"
"74510","29584000","11/01/1974","$0"
"74511","29488000","05/10/2016","$659,000"
"74512","29488000","05/22/1967","$43,700"
"74513","29592000","07/20/2000","$354,400"
"74514","29592000","07/16/1999","$274,500"
"74515","29592000","10/30/1997","$0"
"74516","29600000","11/11/1966","$43,500"
"74517","29608000","08/26/2016","$0"
"74518","29608000","08/02/2016","$0"
"74519","29608000","07/28/2003","$0"
"74520","29608000","07/28/2003","$0"
"74521","29608000","07/28/2003","$0"
"74522","29616000","01/25/1994","$280,000"
"74523","29616000","07/01/1968","$46,500"
"74524","29624000","03/31/2006","$675,000"
"74525","29624000","09/08/2004","$0"
"74526","29624000","11/05/2003","$0"
"74527","29624000","01/25/2003","$0"
"74528","29448000","05/05/2010","$647,000"
"74529","29448000","01/19/2007","$0"
"74530","29448000","01/19/2007","$0"
"74531","29448000","03/05/2004","$0"
"74532","29448000","04/02/1997","$0"
"74533","29448000","09/11/1970","$45,000"
"74534","29632000","01/22/2024","$0"
"74535","29632000","03/31/1999","$339,000"
"74536","29632000","07/07/1960","$0"
"74537","29440000","11/24/2007","$0"
"74538","29440000","07/01/1975","$76,000"
"74539","29440000","02/15/1974","$64,000"
"74540","29640000","08/17/2004","$550,000"
"74541","29640000","11/15/1999","$295,900"
"74542","29640000","02/03/1999","$0"
"74543","29432000","09/02/2015","$0"
"74544","29432000","01/14/2000","$302,000"
"74545","29432000","07/19/1988","$290,000"
"74546","29432000","01/01/1942","$0"
"74547","29424000","02/01/2024","$0"
"74548","29424000","01/28/2021","$0"
"74549","29424000","02/28/2020","$0"
"74550","29424000","06/30/2016","$597,500"
"74551","29424000","06/29/2007","$0"
"74552","29424000","06/23/1978","$95,000"
"74553","29424000","03/01/1972","$52,000"
"74554","29648000","07/10/2018","$630,000"
"74555","29648000","10/29/1997","$0"
"74556","29648000","04/04/1996","$343,000"
"74557","29648000","11/14/1975","$92,000"
"74558","29416000","05/09/2003","$469,500"
"74559","29416000","12/30/1992","$73,500"
"74560","29416000","03/10/1986","$165,000"
"74561","46448150","12/21/2004","$750,000"
"74562","46448150","12/21/2004","$0"
"74563","46448150","01/01/1942","$0"
"74564","46408000","10/16/2017","$0"
"74565","46408000","10/16/2017","$0"
"74566","46408000","08/24/2016","$0"
"74567","46408000","04/07/2016","$399,900"
"74568","46408000","12/01/2003","$220,700"
"74569","46408000","01/01/1942","$0"
"74570","46400000","06/06/2023","$1,400,000"
"74571","46400000","12/14/1993","$275,000"
"74572","46400000","02/23/1984","$82,700"
"74573","46400000","10/05/1979","$49,000"
"74574","60017590","03/28/2014","$1,000,000"
"74575","60017590","10/12/2012","$0"
"74576","60017590","06/01/2012","$470,000"
"74577","60017590","08/06/2008","$0"
"74578","60017590","08/06/2008","$0"
"74579","60017580","04/22/2016","$0"
"74580","60017580","09/24/2014","$1,100,000"
"74581","60017580","09/26/2012","$0"
"74582","60017580","06/01/2012","$470,000"
"74583","60017580","08/06/2008","$0"
"74584","60022700","11/05/2010","$0"
"74585","60022690","11/05/2010","$0"
"74586","17080000","06/29/2011","$895,000"
"74587","17080000","07/26/1999","$362,000"
"74588","17080000","01/01/1942","$0"
"74589","17080500","12/06/2019","$989,900"
"74590","17080500","08/29/1996","$324,500"
"74591","17080500","10/24/1986","$160,000"
"74592","17080500","01/01/1942","$0"
"74593","17079500","07/29/2020","$1,135,000"
"74594","17079500","05/15/2015","$1,095,000"
"74595","17079500","11/29/2004","$775,000"
"74596","17079500","10/26/1998","$0"
"74597","17079500","02/10/1988","$0"
"74598","17081000","04/22/2024","$1,750,000"
"74599","17081000","10/27/2020","$1,500,000"
"74600","17081000","11/29/2016","$0"
"74601","17081000","01/30/2015","$1,465,000"
"74602","17081000","08/14/2008","$1,400,000"
"74603","17081000","12/17/2001","$420,000"
"74604","17081000","10/05/1983","$122,200"
"74605","17079000","07/18/2017","$975,000"
"74606","17079000","01/22/2014","$1,125,000"
"74607","17079000","08/31/2004","$797,000"
"74608","17079000","09/27/1991","$267,000"
"74609","17079000","01/15/1988","$206,000"
"74610","17081500","06/19/2015","$740,000"
"74611","17081500","06/18/1984","$139,000"
"74612","17081500","01/01/1942","$0"
"74613","17078500","02/27/2003","$449,000"
"74614","17078000","09/06/2006","$825,000"
"74615","17078000","07/10/1997","$315,000"
"74616","17078000","06/06/1966","$0"
"74617","15921500","09/08/1999","$400,000"
"74618","15921500","10/17/1968","$0"
"74619","15922000","01/12/1994","$307,500"
"74620","15922000","10/31/1979","$115,000"
"74621","15922000","12/01/1975","$0"
"74622","15922500","03/17/1995","$469,000"
"74623","15922500","11/05/1992","$270,000"
"74624","15922500","11/26/1986","$174,000"
"74625","15946500","06/25/2014","$815,000"
"74626","15946500","11/30/2005","$0"
"74627","15946500","11/30/2005","$0"
"74628","15946500","09/13/2004","$725,000"
"74629","15923000","05/27/2016","$1,621,925"
"74630","15923000","07/02/2015","$685,000"
"74631","15923000","11/03/2014","$540,000"
"74632","15923000","07/19/2010","$0"
"74633","15923000","12/29/1986","$0"
"74634","15923000","06/01/1965","$35,000"
"74635","15946000","10/21/2021","$1,300,000"
"74636","15946000","08/23/2021","$459,521"
"74637","15946000","07/31/2020","$0"
"74638","15946000","12/12/2013","$0"
"74639","15946000","06/14/1991","$290,000"
"74640","15946000","05/01/1984","$110,000"
"74641","15946000","01/01/1942","$0"
"74642","15923500","05/10/2004","$854,500"
"74643","15923500","09/24/1997","$445,000"
"74644","15923500","04/03/1996","$220,000"
"74645","15945500","10/19/2022","$1,025,000"
"74646","15945500","07/06/2017","$0"
"74647","15945500","04/20/1979","$30,000"
"74648","15945500","03/15/1979","$29,950"
"74649","15945500","11/01/1978","$23,500"
"74650","15924000","03/24/1992","$330,000"
"74651","15924000","10/30/1991","$0"
"74652","15924000","01/01/1942","$0"
"74653","15945200","05/04/2020","$1,050,000"
"74654","15945200","06/17/2005","$0"
"74655","15945200","07/05/1979","$180,000"
"74656","15945200","11/06/1978","$0"
"74657","15924500","02/19/2003","$267,500"
"74658","15924500","10/11/1979","$126,000"
"74659","15924500","01/01/1942","$0"
"74660","15925000","06/24/1993","$300,000"
"74661","15925000","08/01/1983","$135,450"
"74662","15925500","12/22/2016","$850,000"
"74663","15925500","01/30/2009","$1,029,458"
"74664","15925500","01/16/2008","$0"
"74665","15925500","01/01/1942","$0"
"74666","50686220","02/14/2013","$0"
"74667","50686220","02/14/2013","$78,000,000"
"74668","50686220","12/11/2003","$6,602,890"
"74669","50686220","12/19/2001","$0"
"74670","50324110","09/26/2005","$2,901,249"
"74671","50324110","03/02/1982","$0"
"74672","50324110","01/30/1981","$0"
"74673","50648080","08/18/2003","$700,000"
"74674","50648080","10/11/1996","$0"
"74675","50648070","12/11/1996","$341,705"
"74676","50648070","10/11/1996","$0"
"74677","50679250","09/19/2023","$0"
"74678","50679250","07/17/2014","$850,000"
"74679","50679250","03/29/2002","$575,000"
"74680","50679250","07/24/2000","$0"
"74681","50679240","05/14/2010","$825,000"
"74682","50679240","02/28/2006","$875,000"
"74683","50679240","10/26/2001","$537,740"
"74684","50679240","07/24/2000","$0"
"74685","50679230","09/23/2015","$930,000"
"74686","50679230","01/20/2004","$699,900"
"74687","50679230","11/06/2001","$537,785"
"74688","50679230","07/24/2000","$0"
"74689","50636300","11/13/2015","$0"
"74690","50636300","10/07/2009","$0"
"74691","50636300","10/04/1994","$0"
"74692","60015420","01/30/2018","$0"
"74693","60015420","01/30/2018","$76,500,000"
"74694","60015420","04/02/2009","$0"
"74695","60015420","06/11/2008","$0"
"74696","60015420","04/24/2008","$0"
"74697","60015420","01/03/2008","$0"
"74698","60015420","11/02/2007","$0"
"74699","60015420","11/01/2007","$0"
"74700","50686190","04/02/2009","$0"
"74701","50686190","04/24/2008","$0"
"74702","50686190","11/01/2007","$0"
"74703","50686190","12/23/2004","$14,500,000"
"74704","50686190","05/26/2004","$9,200,000"
"74705","50686190","12/19/2001","$0"
"74706","60015430","04/24/2014","$0"
"74707","60015430","04/02/2009","$0"
"74708","60015430","04/02/2009","$0"
"74709","60015430","06/11/2008","$0"
"74710","60015430","04/24/2008","$0"
"74711","60015430","01/03/2008","$0"
"74712","60015430","11/01/2007","$0"
"74713","60015440","02/12/2024","$0"
"74714","60015440","04/14/2023","$735,000"
"74715","60015440","06/03/2009","$566,711"
"74716","60015440","04/02/2009","$0"
"74717","60015440","06/11/2008","$0"
"74718","60015450","09/15/2022","$450,000"
"74719","60015450","01/23/2020","$450,000"
"74720","60015450","10/01/2009","$417,000"
"74721","60015450","04/02/2009","$0"
"74722","60015450","06/11/2008","$0"
"74723","60015460","09/10/2010","$485,000"
"74724","60015460","04/02/2009","$0"
"74725","60015460","06/11/2008","$0"
"74726","60015470","12/15/2023","$410,000"
"74727","60015470","04/16/2013","$0"
"74728","60015470","01/31/2012","$360,000"
"74729","60015470","06/17/2009","$330,000"
"74730","60015470","04/02/2009","$0"
"74731","60015470","06/11/2008","$0"
"74732","60015480","02/10/2011","$0"
"74733","60015480","04/05/2010","$329,900"
"74734","60015480","04/02/2009","$0"
"74735","60015480","06/11/2008","$0"
"74736","60015490","06/13/2011","$0"
"74737","60015490","02/11/2011","$429,000"
"74738","60015490","04/02/2009","$0"
"74739","60015490","06/11/2008","$0"
"74740","60015500","01/10/2025","$0"
"74741","60015500","11/18/2022","$435,000"
"74742","60015500","01/10/2012","$0"
"74743","60015500","04/14/2010","$329,000"
"74744","60015500","04/02/2009","$0"
"74745","60015500","06/11/2008","$0"
"74746","60015510","12/05/2024","$715,000"
"74747","60015510","10/05/2022","$0"
"74748","60015510","07/29/2021","$699,000"
"74749","60015510","02/01/2010","$515,000"
"74750","60015510","04/02/2009","$0"
"74751","60015510","06/11/2008","$0"
"74752","60015520","10/03/2018","$264,100"
"74753","60015520","05/29/2014","$235,000"
"74754","60015520","09/02/2010","$185,000"
"74755","60015520","04/02/2009","$0"
"74756","60015520","06/11/2008","$0"
"74757","60015530","08/17/2020","$0"
"74758","60015530","04/19/2020","$10"
"74759","60015530","04/07/2016","$450,000"
"74760","60015530","06/13/2011","$0"
"74761","60015530","02/23/2011","$425,000"
"74762","60015530","04/02/2009","$0"
"74763","60015530","06/11/2008","$0"
"74764","60015540","06/29/2010","$301,000"
"74765","60015540","04/02/2009","$0"
"74766","60015540","06/11/2008","$0"
"74767","60015550","08/21/2015","$362,500"
"74768","60015550","11/15/2013","$359,900"
"74769","60015550","02/12/2010","$318,000"
"74770","60015550","04/02/2009","$0"
"74771","60015550","06/11/2008","$0"
"74772","60015560","11/17/2021","$500,000"
"74773","60015560","06/13/2011","$0"
"74774","60015560","04/04/2011","$420,000"
"74775","60015560","04/02/2009","$0"
"74776","60015560","06/11/2008","$0"
"74777","60015570","06/20/2018","$475,000"
"74778","60015570","08/04/2014","$335,000"
"74779","60015570","01/15/2010","$302,000"
"74780","60015570","04/02/2009","$0"
"74781","60015570","06/11/2008","$0"
"74782","60015580","06/13/2011","$0"
"74783","60015580","06/07/2011","$680,000"
"74784","60015580","04/02/2009","$0"
"74785","60015580","06/11/2008","$0"
"74786","60015590","05/16/2016","$760,000"
"74787","60015590","04/16/2013","$0"
"74788","60015590","06/13/2011","$0"
"74789","60015590","05/17/2011","$609,900"
"74790","60015590","04/02/2009","$0"
"74791","60015590","06/11/2008","$0"
"74792","60015600","07/10/2009","$569,900"
"74793","60015600","04/02/2009","$0"
"74794","60015600","06/11/2008","$0"
"74795","60015610","11/13/2018","$445,000"
"74796","60015610","01/12/2017","$421,000"
"74797","60015610","03/29/2013","$400,000"
"74798","60015610","02/03/2010","$419,900"
"74799","60015610","04/02/2009","$0"
"74800","60015610","06/11/2008","$0"
"74801","60015620","07/15/2020","$657,500"
"74802","60015620","08/24/2012","$0"
"74803","60015620","02/04/2010","$0"
"74804","60015620","02/04/2010","$495,000"
"74805","60015620","04/02/2009","$0"
"74806","60015620","06/11/2008","$0"
"74807","60015630","05/21/2019","$420,000"
"74808","60015630","07/31/2015","$355,200"
"74809","60015630","03/25/2011","$0"
"74810","60015630","01/13/2010","$329,500"
"74811","60015630","04/02/2009","$0"
"74812","60015630","06/11/2008","$0"
"74813","60015640","03/17/2010","$325,000"
"74814","60015640","04/02/2009","$0"
"74815","60015640","06/11/2008","$0"
"74816","60015650","06/25/2018","$475,000"
"74817","60015650","06/13/2011","$0"
"74818","60015650","02/11/2011","$429,000"
"74819","60015650","04/02/2009","$0"
"74820","60015650","06/11/2008","$0"
"74821","60015660","07/30/2010","$325,000"
