"","num","A_Sales_Year","A_Sales_Value"
"73748","50404040","07/10/1983","$0"
"73749","50404250","05/18/2009","$352,500"
"73750","50404250","09/18/1998","$131,900"
"73751","50404250","04/30/1991","$135,000"
"73752","50404250","07/01/1983","$87,500"
"73753","50404050","09/14/2016","$0"
"73754","50404050","07/18/2008","$364,728"
"73755","50404050","10/26/1983","$89,500"
"73756","50404050","07/10/1983","$0"
"73757","50404240","12/04/2020","$450,000"
"73758","50404240","10/20/2016","$0"
"73759","50404240","05/24/2013","$350,000"
"73760","50404240","11/14/2003","$284,150"
"73761","50404240","11/20/1995","$132,000"
"73762","50404240","04/12/1991","$138,500"
"73763","50404060","04/11/2025","$0"
"73764","50404060","11/25/1998","$124,000"
"73765","50404060","05/19/1989","$144,000"
"73766","50404060","02/03/1984","$89,500"
"73767","50404230","11/03/2005","$0"
"73768","50404230","08/30/1999","$138,800"
"73769","50404230","01/07/1994","$135,000"
"73770","50404070","11/16/2016","$380,000"
"73771","50404070","10/17/2006","$385,000"
"73772","50404070","08/25/1998","$124,000"
"73773","50404070","08/25/1998","$124,000"
"73774","50404070","04/26/1993","$133,000"
"73775","50404220","08/31/1995","$133,000"
"73776","50404220","11/16/1993","$0"
"73777","50404220","08/16/1988","$121,500"
"73778","50404080","08/22/2003","$272,900"
"73779","50404080","03/15/1993","$137,000"
"73780","50404080","09/01/1988","$131,000"
"73781","50404210","04/13/1998","$123,000"
"73782","50404210","12/17/1993","$0"
"73783","50404210","12/16/1993","$133,000"
"73784","50404090","11/11/2019","$442,000"
"73785","50404090","11/28/2017","$399,900"
"73786","50404090","03/28/2011","$335,000"
"73787","50404090","02/04/2003","$249,999"
"73788","50404090","05/30/1990","$150,000"
"73789","50404090","01/15/1988","$120,750"
"73790","50404200","06/06/2014","$370,000"
"73791","50404200","06/08/2012","$335,000"
"73792","50404200","08/08/2000","$157,000"
"73793","50404200","05/24/1989","$140,000"
"73794","50404200","09/20/1983","$89,500"
"73795","50404100","12/12/2023","$0"
"73796","50404100","06/28/2022","$499,900"
"73797","50404100","01/30/2015","$397,500"
"73798","50404100","04/23/2009","$352,000"
"73799","50404100","12/16/1996","$136,000"
"73800","50404100","06/07/1994","$140,000"
"73801","50404100","07/29/1983","$90,000"
"73802","50404190","08/27/2019","$0"
"73803","50404190","07/01/2016","$380,000"
"73804","50404190","05/18/2007","$0"
"73805","50404190","09/30/2005","$420,000"
"73806","50404190","07/12/1989","$148,000"
"73807","50404190","10/28/1985","$97,500"
"73808","50404110","12/03/2020","$475,000"
"73809","50404110","09/02/2016","$399,000"
"73810","50404110","05/06/2016","$275,000"
"73811","50404110","08/20/2015","$0"
"73812","50404110","09/06/1988","$136,500"
"73813","50404110","07/23/1986","$99,500"
"73814","50404110","10/07/1983","$90,950"
"73815","50404180","03/30/2017","$401,000"
"73816","50404180","08/14/2013","$355,000"
"73817","50404180","07/10/2008","$385,000"
"73818","50404180","02/25/2004","$321,500"
"73819","50404180","08/24/1983","$90,000"
"73820","50404180","07/10/1983","$0"
"73821","50404120","07/11/2013","$0"
"73822","50404120","11/21/2002","$237,000"
"73823","50404120","11/20/1997","$129,000"
"73824","50404120","06/24/1992","$139,500"
"73825","50404170","10/01/2019","$450,000"
"73826","50404170","04/29/2016","$348,000"
"73827","50404170","12/18/2001","$0"
"73828","50404170","09/29/1999","$0"
"73829","50404170","09/29/1998","$133,500"
"73830","50404130","05/19/2023","$455,000"
"73831","50404130","03/28/1991","$135,000"
"73832","50404130","03/15/1984","$89,500"
"73833","50404130","07/10/1983","$0"
"73834","50404160","11/22/2021","$0"
"73835","50404160","04/24/2020","$460,000"
"73836","50404160","12/02/2016","$389,000"
"73837","50404160","06/09/2006","$404,950"
"73838","50404160","09/27/2004","$0"
"73839","50404160","05/25/1984","$89,500"
"73840","50404160","07/10/1983","$0"
"73841","50404140","05/09/2022","$425,000"
"73842","50404140","03/13/2022","$0"
"73843","50404140","07/21/1987","$116,000"
"73844","50404140","07/21/1987","$116,000"
"73845","50404140","05/04/1984","$89,500"
"73846","50404150","12/21/1992","$136,000"
"73847","50404150","07/31/1987","$117,000"
"73848","50404150","08/03/1983","$88,500"
"73849","50640860","01/05/1996","$0"
"73850","50640860","01/05/1996","$0"
"73851","50640850","11/06/2020","$565,000"
"73852","50640850","06/20/1997","$183,840"
"73853","50640850","03/10/1997","$507,500"
"73854","50640850","01/05/1996","$0"
"73855","50640780","11/30/2020","$0"
"73856","50640780","03/31/2014","$438,250"
"73857","50640780","11/03/1999","$187,000"
"73858","50640780","06/30/1998","$184,040"
"73859","50640780","03/23/1998","$342,000"
"73860","50640840","03/07/2016","$435,000"
"73861","50640840","11/17/2004","$435,000"
"73862","50640840","08/09/2002","$284,000"
"73863","50640840","09/29/1997","$163,765"
"73864","50640770","04/18/2012","$0"
"73865","50640770","12/27/2004","$430,000"
"73866","50640770","06/26/1998","$159,340"
"73867","50640770","03/23/1998","$342,000"
"73868","50640830","09/30/2013","$425,000"
"73869","50640830","05/30/1997","$176,490"
"73870","50640830","03/10/1997","$507,500"
"73871","50640830","01/05/1996","$0"
"73872","50640760","03/14/2025","$655,000"
"73873","50640760","09/01/2021","$575,000"
"73874","50640760","07/02/2003","$315,000"
"73875","50640760","06/21/2001","$229,500"
"73876","50640760","06/25/1998","$163,565"
"73877","50640820","09/19/2023","$640,000"
"73878","50640820","08/11/2017","$455,000"
"73879","50640820","10/17/1997","$165,090"
"73880","50640820","03/10/1997","$507,500"
"73881","50640820","01/05/1996","$0"
"73882","50640750","06/16/1998","$169,040"
"73883","50640750","03/23/1998","$342,000"
"73884","50640750","01/05/1996","$0"
"73885","50640810","08/22/2022","$635,000"
"73886","50640810","02/25/2015","$415,000"
"73887","50640810","07/30/2002","$275,000"
"73888","50640810","05/30/1997","$165,000"
"73889","50640810","03/10/1997","$507,500"
"73890","50640740","06/19/1998","$177,775"
"73891","50640740","03/23/1998","$342,000"
"73892","50640740","01/05/1996","$0"
"73893","50640800","03/23/2018","$457,000"
"73894","50640800","05/19/2012","$399,900"
"73895","50640800","05/24/1997","$172,515"
"73896","50640800","03/10/1997","$507,500"
"73897","50640800","01/05/1996","$0"
"73898","50640730","05/28/2021","$590,000"
"73899","50640730","06/23/2014","$449,900"
"73900","50640730","06/24/2005","$500,000"
"73901","50640730","05/16/2003","$325,000"
"73902","50640730","06/19/1998","$173,890"
"73903","50640790","04/28/2000","$204,000"
"73904","50640790","05/27/1997","$187,690"
"73905","50640790","03/10/1997","$507,500"
"73906","50640710","07/22/2000","$201,000"
"73907","50640710","12/13/1996","$189,820"
"73908","50640710","07/31/1996","$362,500"
"73909","50640700","02/29/2020","$0"
"73910","50640700","08/28/2015","$462,000"
"73911","50640700","12/18/2013","$422,000"
"73912","50640700","02/07/2005","$0"
"73913","50640700","12/20/1996","$177,540"
"73914","50640700","07/31/1996","$362,500"
"73915","50640690","05/04/2025","$640,000"
"73916","50640690","08/03/2022","$625,000"
"73917","50640690","07/19/2016","$0"
"73918","50640690","05/16/2014","$449,000"
"73919","50640690","03/14/2014","$375,860"
"73920","50640690","05/09/2006","$470,000"
"73921","50640690","11/29/2001","$245,000"
"73922","50640690","07/28/1999","$195,000"
"73923","50640690","12/13/1996","$179,640"
"73924","50640680","12/12/2024","$625,000"
"73925","50640680","04/30/2001","$237,500"
"73926","50640680","01/21/1997","$178,090"
"73927","50640680","07/31/1996","$362,500"
"73928","50640670","07/31/1998","$184,975"
"73929","50640670","07/31/1996","$362,500"
"73930","50640670","01/05/1996","$0"
"73931","50640660","02/10/2025","$693,000"
"73932","50640660","03/24/2020","$560,512"
"73933","50640660","01/16/2014","$438,000"
"73934","50640660","11/17/2004","$439,500"
"73935","50640660","03/31/1997","$186,265"
"73936","50640660","12/16/1996","$362,500"
"73937","50640650","04/12/1999","$187,000"
"73938","50640650","04/28/1997","$185,790"
"73939","50640650","12/16/1996","$362,500"
"73940","50640640","03/31/1997","$179,485"
"73941","50640640","12/16/1996","$362,500"
"73942","50640640","01/05/1996","$0"
"73943","50640630","05/09/2016","$454,000"
"73944","50640630","03/17/2003","$319,500"
"73945","50640630","06/28/2000","$224,999"
"73946","50640630","03/28/1997","$174,390"
"73947","50640620","05/18/2022","$655,000"
"73948","50640620","06/25/2013","$446,000"
"73949","50640620","07/31/2009","$375,000"
"73950","50640620","12/14/2008","$0"
"73951","50640620","09/10/2004","$429,105"
"73952","50640620","03/16/1999","$208,000"
"73953","50640620","03/28/1997","$195,585"
"73954","50640720","01/05/1996","$0"
"73955","50640720","01/05/1996","$0"
"73956","50640570","06/28/2024","$679,900"
"73957","50640570","06/06/2022","$605,000"
"73958","50640570","04/29/2003","$300,000"
"73959","50640570","04/23/1998","$185,655"
"73960","50640570","12/31/1997","$285,000"
"73961","50640580","06/10/2014","$449,900"
"73962","50640580","11/17/2006","$459,000"
"73963","50640580","12/22/2003","$0"
"73964","50640580","12/17/2001","$258,500"
"73965","50640580","04/22/1998","$181,825"
"73966","50640590","10/25/2012","$425,500"
"73967","50640590","03/30/2000","$205,000"
"73968","50640590","04/23/1998","$170,595"
"73969","50640590","12/31/1997","$285,000"
"73970","50640600","03/13/2025","$0"
"73971","50640600","08/21/2024","$0"
"73972","50640600","02/16/2023","$0"
"73973","50640600","01/14/2000","$205,000"
"73974","50640600","04/24/1998","$180,015"
"73975","50640600","12/31/1997","$285,000"
"73976","50640610","03/25/2015","$449,000"
"73977","50640610","05/24/2012","$0"
"73978","50640610","03/11/2004","$380,000"
"73979","50640610","12/20/2001","$0"
"73980","50640610","04/30/2001","$243,000"
"73981","50640510","08/31/2020","$565,000"
"73982","50640510","07/12/2002","$290,000"
"73983","50640510","10/15/1997","$193,911"
"73984","50640510","06/27/1997","$507,500"
"73985","50640560","04/20/1998","$180,415"
"73986","50640560","12/12/1997","$285,000"
"73987","50640560","01/05/1996","$0"
"73988","50640500","04/15/2019","$502,000"
"73989","50640500","06/06/2013","$0"
"73990","50640500","09/21/2009","$0"
"73991","50640500","01/26/2005","$0"
"73992","50640500","01/23/1998","$171,115"
"73993","50640500","06/27/1997","$507,500"
"73994","50640550","04/24/1998","$163,540"
"73995","50640550","12/12/1997","$285,000"
"73996","50640550","01/05/1996","$0"
"73997","50640490","06/10/2004","$396,000"
"73998","50640490","02/08/2004","$0"
"73999","50640490","12/14/2001","$248,500"
"74000","50640540","12/09/2024","$605,000"
"74001","50640540","07/31/2018","$479,999"
"74002","50640540","11/22/2016","$465,000"
"74003","50640540","10/20/2014","$444,500"
"74004","50640540","05/22/2003","$0"
"74005","50640540","11/19/2001","$244,500"
"74006","50640540","03/18/1998","$171,890"
"74007","50640480","03/21/2016","$0"
"74008","50640480","10/21/1997","$169,990"
"74009","50640480","06/27/1997","$507,500"
"74010","50640480","01/05/1996","$0"
"74011","50640530","06/14/2022","$615,000"
"74012","50640530","05/14/2018","$474,500"
"74013","50640530","06/22/2012","$425,000"
"74014","50640530","10/29/2002","$299,000"
"74015","50640530","06/28/2000","$210,000"
"74016","50640530","03/16/1998","$166,640"
"74017","50640470","08/31/2006","$445,000"
"74018","50640470","10/25/2002","$299,900"
"74019","50640470","09/26/1997","$188,390"
"74020","50640470","06/27/1997","$507,500"
"74021","50640520","12/18/2024","$0"
"74022","50640520","10/30/2003","$315,000"
"74023","50640520","03/24/1998","$184,305"
"74024","50640520","12/12/1997","$285,000"
"74025","50640460","05/24/2024","$660,000"
"74026","50640460","12/07/2016","$468,000"
"74027","50640460","08/31/2009","$415,000"
"74028","50640460","04/09/2003","$315,000"
"74029","50640460","11/16/2000","$210,000"
"74030","50640460","10/03/2000","$202,500"
"74031","50640450","07/15/2013","$450,000"
"74032","50640450","12/20/2006","$452,500"
"74033","50640450","09/17/2004","$415,000"
"74034","50640450","09/25/1997","$190,290"
"74035","50640450","06/27/1997","$507,500"
"74036","22144000","06/21/2013","$300,000"
"74037","22144000","11/26/1990","$0"
"74038","22144000","08/23/1983","$65,000"
"74039","22144000","11/01/1982","$0"
"74040","23224000","12/02/2024","$0"
"74041","23224000","07/31/2023","$530,000"
"74042","23224000","06/30/2016","$285,000"
"74043","23224000","03/03/2016","$323,902"
"74044","23224000","08/07/2015","$0"
"74045","23224000","04/30/1981","$67,500"
"74046","23224000","06/01/1969","$18,200"
"74047","22152000","12/04/2020","$449,900"
"74048","22152000","02/22/2019","$0"
"74049","22152000","12/31/2002","$188,000"
"74050","22152000","01/19/1999","$101,000"
"74051","22152000","11/10/1988","$102,000"
"74052","23232000","05/13/2014","$300,000"
"74053","23232000","05/25/1973","$25,500"
"74054","22160000","08/08/1976","$38,500"
"74055","22160000","02/06/1974","$30,500"
"74056","22160000","12/01/1969","$18,800"
"74057","23240000","04/11/2022","$0"
"74058","23240000","11/30/2018","$299,900"
"74059","23240000","01/18/2010","$0"
"74060","23240000","12/18/2003","$215,000"
"74061","23240000","09/29/2003","$0"
"74062","23240000","08/27/1997","$109,000"
"74063","22168000","11/30/1977","$38,500"
"74064","22168000","01/01/1942","$0"
"74065","23248000","07/31/2008","$225,000"
"74066","23248000","05/29/2008","$237,534"
"74067","23248000","12/29/2006","$375,000"
"74068","23248000","02/26/2004","$223,300"
"74069","23248000","10/02/1998","$80,000"
"74070","23248000","01/01/1942","$0"
"74071","22176000","09/10/2015","$310,000"
"74072","22176000","04/16/2004","$255,000"
"74073","22176000","06/04/1998","$88,786"
"74074","22176000","12/18/1996","$85,595"
"74075","23256000","12/27/2007","$335,000"
"74076","23256000","07/03/1987","$79,900"
"74077","23256000","03/01/1986","$64,500"
"74078","23256000","06/20/1983","$73,500"
"74079","22184000","06/26/1989","$60,000"
"74080","22184000","03/25/1980","$0"
"74081","22184000","12/20/1971","$21,400"
"74082","23264000","07/20/2016","$339,900"
"74083","23264000","08/15/2014","$319,900"
"74084","23264000","04/17/2013","$0"
"74085","23264000","06/15/1954","$0"
"74086","23272000","01/31/2012","$0"
"74087","23272000","01/31/2012","$250,000"
"74088","23272000","01/15/1981","$64,750"
"74089","23272000","01/01/1942","$0"
"74090","23280000","12/30/1982","$68,000"
"74091","23280000","09/05/1978","$42,500"
"74092","23280000","06/01/1954","$11,316"
"74093","23088000","11/03/1999","$140,000"
"74094","23088000","02/25/1997","$50,000"
"74095","23088000","09/26/1996","$0"
"74096","23288000","11/01/2016","$0"
"74097","23288000","11/01/2016","$318,500"
"74098","23288000","09/15/2004","$265,000"
"74099","23288000","01/09/1995","$98,000"
"74100","23288000","07/22/1993","$0"
"74101","23080000","12/21/2023","$0"
"74102","23080000","02/09/2022","$520,000"
"74103","23080000","05/23/2017","$365,000"
"74104","23080000","10/20/2004","$261,000"
"74105","23080000","07/29/2002","$139,000"
"74106","23080000","02/15/1996","$108,500"
"74107","23296000","01/15/2014","$290,000"
"74108","23296000","08/08/2012","$0"
"74109","23296000","10/17/1977","$39,000"
"74110","23296000","08/18/1977","$33,812"
"74111","23296000","01/01/1942","$0"
"74112","23072000","03/27/1982","$66,500"
"74113","23072000","01/31/1978","$42,500"
"74114","23072000","06/01/1977","$32,000"
"74115","23304000","01/12/1979","$39,334"
"74116","23304000","07/07/1976","$37,000"
"74117","23304000","05/13/1974","$31,000"
"74118","23064000","05/02/1977","$38,000"
"74119","23064000","05/31/1974","$32,000"
"74120","23312000","07/23/2014","$0"
"74121","23312000","05/22/2009","$0"
"74122","23312000","05/22/2009","$0"
"74123","23312000","05/06/1999","$0"
"74124","23312000","04/14/1983","$65,000"
"74125","23312000","11/06/1979","$53,900"
"74126","23056000","04/26/2016","$345,000"
"74127","23056000","11/15/2005","$325,000"
"74128","23056000","01/25/1980","$50,000"
"74129","23056000","12/31/1976","$37,900"
"74130","23320000","09/18/2023","$561,501"
"74131","23320000","08/07/2019","$415,000"
"74132","23320000","09/14/2009","$252,500"
"74133","23320000","06/04/2009","$199,235"
"74134","23320000","12/28/2005","$380,000"
"74135","23320000","03/28/2002","$165,500"
"74136","23320000","07/22/1998","$105,000"
"74137","23048000","05/22/2008","$0"
"74138","23048000","03/30/1976","$25,000"
"74139","23048000","01/01/1942","$0"
"74140","23040000","01/06/1972","$22,200"
"74141","23032000","01/28/2025","$0"
"74142","23032000","02/12/2007","$309,000"
"74143","23032000","06/16/1993","$121,950"
"74144","23032000","06/30/1992","$0"
"74145","23032000","05/07/1986","$70,000"
"74146","23024000","06/17/2020","$438,000"
"74147","23024000","10/26/2004","$311,000"
"74148","23024000","08/25/1998","$0"
"74149","23024000","10/01/1986","$73,000"
"74150","23016000","11/26/2021","$350,000"
"74151","23016000","06/14/2012","$0"
"74152","23016000","07/12/2004","$0"
"74153","23016000","02/23/1994","$0"
"74154","23016000","09/14/1990","$127,000"
"74155","23008000","12/19/2014","$324,900"
"74156","23008000","05/14/2014","$261,000"
"74157","23008000","11/30/1987","$72,000"
"74158","23008000","12/17/1979","$52,000"
"74159","23008000","11/01/1979","$0"
"74160","23000000","07/01/2022","$525,000"
"74161","23000000","06/23/2020","$441,100"
"74162","23000000","04/28/2018","$367,000"
"74163","23000000","05/22/2008","$349,900"
"74164","23000000","08/30/2004","$281,500"
"74165","23000000","07/08/1998","$117,000"
"74166","23000000","08/24/1992","$122,500"
"74167","22992000","04/20/2020","$415,000"
"74168","22992000","06/22/1954","$0"
"74169","23528000","12/20/1996","$116,500"
"74170","23528000","07/01/1987","$40,000"
"74171","23528000","07/01/1982","$0"
"74172","22984000","09/06/2019","$400,000"
"74173","22984000","06/25/2009","$280,000"
"74174","22984000","08/19/2002","$105,000"
"74175","22984000","03/15/1996","$119,000"
"74176","22984000","03/09/1990","$0"
"74177","23536000","05/21/1978","$39,500"
"74178","23536000","05/01/1975","$34,000"
"74179","23536000","01/03/1972","$21,000"
"74180","22976000","08/11/2015","$320,000"
"74181","22976000","12/15/2008","$235,000"
"74182","22976000","10/21/2008","$288,300"
"74183","22976000","08/05/2005","$410,000"
"74184","22976000","03/19/2004","$249,900"
"74185","22976000","04/28/2003","$203,000"
"74186","23544000","10/26/2019","$0"
"74187","23544000","09/13/1976","$38,500"
"74188","23544000","01/07/1972","$20,200"
"74189","22968000","04/01/2021","$0"
"74190","22968000","08/20/2020","$445,000"
"74191","22968000","05/06/2014","$330,000"
"74192","22968000","09/30/2009","$304,000"
"74193","22968000","02/01/2007","$0"
"74194","22968000","02/26/2002","$155,000"
"74195","22968000","03/06/1978","$0"
"74196","22968000","08/29/1975","$38,950"
"74197","23552000","02/01/2006","$0"
"74198","23552000","11/17/1972","$23,325"
"74199","22960000","08/17/2023","$479,900"
"74200","22960000","12/23/1999","$100,000"
"74201","22960000","04/10/1979","$46,500"
"74202","22960000","10/10/1973","$30,000"
"74203","23560000","04/20/1979","$49,000"
"74204","23560000","05/27/1976","$35,000"
"74205","23560000","06/06/1972","$22,400"
"74206","22952000","05/21/2019","$415,000"
"74207","22952000","04/18/2008","$0"
"74208","22952000","01/30/2006","$370,000"
"74209","22952000","07/27/2000","$129,900"
"74210","22952000","10/26/1992","$106,000"
"74211","22952000","06/24/1986","$69,000"
"74212","23568000","04/17/2025","$545,000"
"74213","23568000","11/07/1973","$22,500"
"74214","22944000","05/26/2016","$340,000"
"74215","22944000","04/24/2009","$300,000"
"74216","22944000","01/21/1996","$89,500"
"74217","22944000","08/22/1988","$0"
"74218","22944000","06/19/1978","$42,400"
"74219","23576000","05/23/1991","$120,000"
"74220","23576000","07/22/1981","$65,000"
"74221","22936000","11/09/2020","$0"
"74222","22936000","11/03/2007","$0"
"74223","22936000","10/06/1999","$87,500"
"74224","22936000","05/20/1999","$0"
"74225","22936000","09/25/1998","$0"
"74226","23584000","02/20/2003","$189,900"
"74227","23584000","10/27/1993","$110,000"
"74228","23584000","01/01/1942","$0"
"74229","22928000","03/27/2022","$0"
"74230","22928000","04/03/2014","$0"
"74231","22928000","03/31/2003","$185,000"
"74232","22928000","01/01/1942","$0"
"74233","23592000","04/29/2005","$375,000"
"74234","23592000","05/20/2002","$163,000"
"74235","23592000","08/26/1998","$95,900"
"74236","22920000","05/08/2025","$550,000"
"74237","22920000","03/23/2023","$0"
"74238","22920000","06/03/2004","$124,000"
"74239","22920000","10/07/1997","$110,000"
"74240","22920000","10/18/1989","$116,500"
"74241","22920000","06/27/1984","$41,500"
"74242","22920000","06/28/1979","$25,000"
"74243","23600000","02/04/2020","$0"
"74244","23600000","01/21/1991","$105,000"
"74245","23600000","12/27/1989","$0"
"74246","23600000","03/05/1982","$0"
"74247","22912000","11/29/2018","$407,000"
"74248","22912000","07/29/1999","$109,000"
"74249","22912000","08/20/1998","$65,000"
"74250","22912000","08/22/1977","$39,950"
"74251","23608000","11/22/2021","$515,000"
"74252","23608000","04/26/2017","$340,000"
"74253","23608000","08/17/1989","$108,000"
"74254","23608000","02/28/1986","$66,000"
"74255","23608000","10/26/1979","$53,000"
"74256","22904000","02/27/2018","$335,017"
"74257","22904000","04/20/1955","$0"
"74258","23616000","11/20/2008","$0"
"74259","23616000","10/22/1996","$0"
"74260","23616000","10/02/1996","$0"
"74261","23616000","06/28/1978","$42,500"
"74262","22896000","07/08/2019","$0"
"74263","22896000","02/07/2017","$325,000"
"74264","22896000","03/18/1955","$0"
"74265","23624000","02/18/2025","$310,000"
"74266","23624000","10/07/2024","$0"
"74267","23624000","01/04/1978","$40,255"
"74268","23624000","10/29/1976","$34,420"
"74269","23624000","08/16/1974","$34,500"
"74270","22888000","03/17/2020","$415,000"
"74271","22888000","04/18/2000","$0"
"74272","22888000","05/31/1991","$0"
"74273","22888000","01/01/1942","$0"
"74274","23632000","04/11/2025","$496,275"
"74275","23632000","06/03/2015","$310,000"
"74276","23632000","09/25/2008","$312,000"
"74277","23632000","01/01/1942","$0"
"74278","22880000","02/28/2023","$515,000"
"74279","22880000","10/19/1994","$104,000"
"74280","22880000","10/07/1994","$118,500"
"74281","22880000","12/15/1993","$0"
"74282","23640000","10/05/2011","$273,000"
"74283","23640000","02/19/2008","$0"
"74284","23640000","08/31/2001","$139,500"
"74285","23640000","09/08/1993","$0"
"74286","23640000","04/11/1984","$0"
"74287","23776000","08/29/2003","$295,000"
"74288","23776000","03/15/2001","$0"
"74289","23776000","01/01/1942","$0"
"74290","23768000","04/01/2024","$690,000"
"74291","23768000","06/29/2017","$480,000"
"74292","23768000","12/16/2013","$355,000"
"74293","23768000","08/07/2008","$307,000"
"74294","23768000","12/17/2007","$387,857"
"74295","23768000","09/28/2006","$452,000"
"74296","23768000","10/07/2005","$0"
"74297","23768000","03/22/1974","$47,500"
"74298","23760000","12/23/2008","$283,250"
"74299","23760000","06/29/2006","$495,000"
"74300","23760000","02/15/2006","$425,000"
"74301","23760000","06/27/2005","$0"
"74302","23760000","07/27/1979","$76,000"
"74303","23760000","03/01/1970","$29,700"
"74304","24424000","08/11/2000","$191,900"
"74305","24424000","06/29/2000","$0"
"74306","24424000","01/01/1942","$0"
"74307","23752000","01/23/2017","$460,000"
"74308","23752000","07/03/2013","$0"
"74309","23752000","07/03/2013","$407,000"
"74310","23752000","11/14/2011","$0"
"74311","23752000","07/14/1961","$0"
"74312","24416000","07/18/2016","$0"
"74313","24416000","12/11/2000","$220,000"
"74314","24416000","03/01/1993","$0"
"74315","24416000","08/01/1988","$143,000"
"74316","23744000","06/24/2022","$526,000"
"74317","23744000","05/07/2014","$325,000"
"74318","23744000","02/27/2007","$345,000"
"74319","23744000","07/07/2005","$349,900"
"74320","23744000","01/15/1993","$110,880"
"74321","23744000","08/26/1982","$67,500"
"74322","24408000","08/23/2024","$0"
"74323","24408000","07/24/1986","$74,500"
"74324","24408000","11/17/1980","$61,500"
"74325","24408000","06/23/1976","$38,700"
"74326","23736000","06/24/2024","$0"
"74327","23736000","06/15/2017","$350,000"
"74328","23736000","08/06/2002","$182,500"
"74329","23736000","08/24/1999","$98,750"
"74330","23736000","09/29/1976","$32,777"
"74331","24400000","07/09/2023","$0"
"74332","24400000","11/22/2022","$0"
"74333","24400000","05/05/1978","$39,900"
"74334","24400000","01/01/1972","$22,500"
"74335","23728000","04/24/2017","$0"
"74336","23728000","03/15/2006","$352,000"
"74337","23728000","06/27/2005","$0"
"74338","23728000","01/01/1942","$0"
"74339","24392000","02/20/2013","$0"
"74340","24392000","02/28/1992","$102,000"
"74341","24392000","09/20/1973","$29,950"
"74342","23720000","10/23/2001","$0"
"74343","23720000","08/22/2001","$150,000"
"74344","23720000","03/16/1995","$108,000"
"74345","24384000","06/25/2012","$228,000"
"74346","24384000","08/26/1996","$120,000"
"74347","24384000","02/22/1993","$107,000"
"74348","24384000","08/12/1981","$67,000"
"74349","23712000","12/13/1999","$0"
"74350","23712000","06/03/1987","$85,000"
"74351","23712000","12/18/1985","$0"
"74352","24376000","11/22/2021","$450,000"
"74353","24376000","06/22/2009","$250,000"
"74354","24376000","10/30/2006","$379,500"
"74355","24376000","01/10/2000","$90,000"
"74356","24376000","01/01/1942","$0"
"74357","23704000","07/21/2016","$349,900"
"74358","23704000","02/27/2015","$329,000"
"74359","23704000","11/25/2013","$0"
"74360","23704000","04/02/2011","$0"
"74361","23704000","05/20/1998","$0"
"74362","23704000","04/15/1997","$0"
"74363","23704000","07/22/1992","$0"
"74364","24368000","06/22/2011","$285,000"
"74365","24368000","07/09/2004","$290,000"
"74366","24368000","07/25/2001","$0"
"74367","24368000","07/19/1979","$51,000"
"74368","23696000","03/27/2015","$327,500"
"74369","23696000","07/28/1982","$51,008"
"74370","23696000","05/26/1982","$70,000"
"74371","23696000","03/01/1978","$0"
"74372","24360000","09/09/2024","$0"
"74373","24360000","11/17/2017","$355,000"
"74374","24360000","05/10/2013","$315,000"
"74375","24360000","02/26/2004","$241,075"
"74376","24360000","02/19/2003","$0"
"74377","24360000","11/20/2000","$132,000"
"74378","23688000","12/17/1999","$134,500"
"74379","23688000","04/17/1997","$0"
"74380","23688000","08/13/1991","$122,450"
"74381","24352000","11/27/2018","$0"
"74382","24352000","06/15/2007","$350,000"
"74383","24352000","08/31/2004","$279,500"
"74384","24352000","07/17/1996","$116,900"
"74385","24352000","07/29/1987","$17,500"
"74386","23680000","12/18/2023","$569,900"
"74387","23680000","12/04/2021","$0"
"74388","23680000","06/14/2008","$0"
"74389","23680000","05/23/2006","$0"
"74390","23680000","05/23/2006","$0"
"74391","23680000","02/23/2004","$0"
"74392","23680000","01/20/2002","$0"
"74393","23680000","07/27/1990","$125,000"
"74394","24344000","02/24/2022","$527,500"
"74395","24344000","07/30/2021","$360,000"
"74396","24344000","07/26/2020","$0"
"74397","24344000","08/19/1986","$88,790"
"74398","24344000","08/08/1985","$69,500"
"74399","24344000","08/28/1981","$67,500"
"74400","24336000","02/26/2016","$0"
"74401","24336000","03/12/2007","$348,000"
"74402","24336000","10/10/2006","$290,000"
"74403","24336000","07/27/2000","$0"
"74404","24336000","10/20/1989","$68,000"
"74405","24336000","09/19/1989","$0"
"74406","24328000","06/10/1977","$38,500"
"74407","24328000","01/01/1942","$0"
"74408","50307620","04/23/2020","$734,000"
"74409","50307620","02/07/1994","$280,000"
"74410","50307620","06/08/1989","$325,000"
"74411","50307620","04/20/1984","$185,000"
"74412","50364640","10/12/2021","$1,000,000"
"74413","50364640","02/07/2015","$0"
"74414","50364640","07/06/2007","$0"
"74415","50364640","03/29/1985","$245,000"
"74416","50364640","03/31/1983","$225,000"
"74417","50364640","06/08/1982","$180,000"
"74418","50364600","08/06/2021","$940,000"
"74419","50364600","02/05/2001","$435,000"
"74420","50364600","05/10/1985","$244,500"
"74421","50364600","10/11/1983","$222,500"
"74422","50364630","03/13/2020","$885,000"
"74423","50364630","12/21/2016","$0"
"74424","50364630","07/05/2001","$485,000"
"74425","50364630","12/30/1992","$410,000"
"74426","50364630","08/15/1983","$230,000"
"74427","50364610","02/10/2025","$0"
"74428","50364610","05/17/2013","$830,000"
"74429","50364610","04/15/2010","$885,000"
