num,sale_year,sale_price
50421930,6/30/1992,"$123,500 "
50421930,7/18/1988,"$114,000 "
50421930,6/15/1984,"$89,075 "
50421940,4/27/2018,"$224,900 "
50421940,10/21/2002,"$163,900 "
50421940,7/15/1998,"$84,900 "
50421940,12/15/1985,"$6,500 "
50421940,3/19/1984,"$77,500 "
50421950,7/18/2016,$0 
50421950,7/18/2016,$0 
50421950,7/6/2015,$0 
50421950,8/26/1988,"$133,000 "
50421950,7/15/1986,"$119,000 "
50421950,3/16/1984,"$114,745 "
50421960,5/20/2022,"$210,000 "
50421960,10/13/2014,$0 
50421960,5/15/2014,"$174,000 "
50421960,7/15/2008,"$7,200 "
50421960,8/30/2000,"$63,000 "
50421960,7/9/1987,"$62,150 "
50421960,4/27/1984,"$50,725 "
50421970,7/26/2007,"$235,999 "
50421970,3/18/2005,"$245,000 "
50421970,3/31/2003,"$106,500 "
50421970,11/3/2000,"$85,000 "
50421980,12/22/2006,$0 
50421980,12/26/2002,"$183,000 "
50421980,8/31/2001,"$134,000 "
50421980,7/10/1986,"$95,475 "
50421990,9/17/2021,"$290,000 "
50421990,9/15/2015,"$265,000 "
50421990,5/27/2009,"$270,000 "
50421990,9/25/2004,$0 
50421990,6/21/1993,$0 
50421990,7/24/1992,"$130,000 "
50421990,5/4/1989,"$120,500 "
50422000,9/23/2015,$0 
50422000,9/23/2015,$0 
50422000,1/29/1985,"$4,000 "
50422000,2/24/1984,"$91,045 "
50422000,2/3/1984,$0 
50422010,9/28/2021,"$314,000 "
50422010,12/23/2004,"$299,900 "
50422010,12/6/2002,"$186,000 "
50422010,11/8/2002,$0 
50422010,11/13/1986,$0 
50422020,10/25/2022,"$320,000 "
50422020,4/19/2017,"$239,000 "
50422020,4/28/2006,$0 
50422020,11/15/2005,"$333,000 "
50422020,3/26/1993,"$126,000 "
50422020,9/28/1990,"$133,000 "
50422030,4/25/2005,"$353,500 "
50422030,6/26/2000,"$118,450 "
50422030,9/11/1991,"$126,000 "
50422040,5/13/1988,"$113,000 "
50422040,7/18/1985,"$99,500 "
50422040,2/3/1984,$0 
50422050,8/29/2002,"$165,000 "
50422050,11/30/1990,"$120,000 "
50422050,5/25/1990,"$129,440 "
50422060,10/2/2002,"$175,000 "
50422060,11/2/2001,$0 
50422060,4/30/1984,"$99,335 "
50422070,7/28/1993,"$44,500 "
50422070,12/5/1986,"$75,000 "
50422070,7/30/1984,"$69,000 "
50422080,11/14/2024,$0 
50422080,10/30/1991,"$159,500 "
50422080,9/22/1988,$0 
50422080,9/22/1988,"$140,000 "
50422090,6/26/1997,"$95,000 "
50422090,2/27/1996,"$117,750 "
50422090,10/26/1990,"$128,400 "
50422100,10/12/2012,"$219,000 "
50422100,8/22/2007,"$265,900 "
50422100,2/8/2002,$0 
50422100,11/21/2001,$0 
50422100,3/13/1984,"$80,500 "
50422110,12/27/2023,$0 
50422110,9/1/2016,"$250,000 "
50422110,6/4/2010,$0 
50422110,8/25/2005,"$395,000 "
50422110,5/16/1988,"$5,000 "
50422110,5/16/1988,"$127,000 "
50422110,10/31/1984,"$119,000 "
50422120,8/30/2021,"$210,000 "
50422120,11/20/2012,"$167,000 "
50422120,6/8/2004,$0 
50422120,3/26/1993,$0 
50422120,4/27/1989,"$72,800 "
50422130,7/25/2006,"$265,000 "
50422130,5/6/2005,"$250,000 "
50422130,5/6/2005,"$175,800 "
50422130,12/9/1994,$0 
50422140,2/1/2010,"$189,500 "
50422140,3/14/2007,$0 
50422140,8/28/1986,"$207,500 "
50422140,3/15/1984,"$70,500 "
50422140,2/3/1984,$0 
50422150,1/25/2016,$0 
50422150,3/15/2011,$0 
50422150,3/2/2011,"$325,000 "
50422150,5/17/2010,"$280,000 "
50422150,3/14/2007,$0 
50422150,8/28/1986,"$207,500 "
50422150,6/3/1985,"$125,375 "
50422150,2/23/1984,"$112,875 "
50422160,10/18/2017,"$192,000 "
50422160,1/30/1993,"$5,000 "
50422160,9/28/1987,"$110,000 "
50422160,9/28/1987,$0 
50422160,6/16/1987,"$90,000 "
50422160,6/8/1984,"$95,450 "
50422170,12/6/2023,"$274,500 "
50422170,8/8/2007,$0 
50422170,1/27/2007,$0 
50422170,2/4/2005,"$271,900 "
50422170,10/29/1996,"$99,000 "
50422170,9/19/1990,"$106,000 "
50422180,5/29/2018,"$319,900 "
50422180,2/6/2013,$0 
50422180,2/22/2007,$0 
50422180,4/21/1997,$0 
50422180,3/28/1984,"$129,650 "
50422180,2/3/1984,$0 
50422190,1/6/2020,"$315,500 "
50422190,7/15/2004,"$297,500 "
50422190,10/24/1997,"$115,125 "
50422190,10/31/1989,"$136,000 "
50422190,8/12/1988,$0 
50422200,6/20/2016,$0 
50422200,9/15/2011,"$305,000 "
50422200,11/23/1987,"$141,000 "
50422200,6/28/1985,"$126,100 "
50422200,2/3/1984,$0 
50422210,3/24/2006,$0 
50422210,5/17/1996,$0 
50422210,2/15/1990,"$136,000 "
50422210,3/29/1985,"$95,090 "
50422220,2/6/2012,"$190,000 "
50422220,11/22/1989,"$105,000 "
50422220,6/26/1987,"$92,000 "
50422220,9/17/1986,"$86,000 "
50422230,7/18/2024,"$353,000 "
50422230,1/16/2019,"$245,000 "
50422230,6/22/2010,$0 
50422230,10/27/1987,"$4,500 "
50422230,5/12/1986,"$110,000 "
50422230,2/3/1984,$0 
50422240,4/3/2024,"$326,450 "
50422240,5/29/2019,"$202,000 "
50422240,9/16/1988,"$112,000 "
50422240,7/25/1984,"$94,860 "
50422240,2/3/1984,$0 
50422250,8/21/2018,"$277,000 "
50422250,8/13/2003,"$215,500 "
50422250,3/20/1991,"$154,000 "
50422250,8/16/1985,"$124,450 "
50422260,3/14/2008,"$290,000 "
50422260,7/28/2005,$0 
50422260,5/24/1993,"$120,000 "
50422260,6/15/1984,"$90,735 "
50422270,9/30/2022,"$298,000 "
50422270,7/8/2022,"$217,000 "
50422270,10/26/2001,"$146,000 "
50422270,10/22/2000,$0 
50422270,4/28/1995,"$117,500 "
50422280,5/5/2008,$0 
50422280,10/29/2004,$0 
50422280,10/29/2004,"$205,000 "
50422280,10/23/2001,$0 
50422280,7/10/1998,"$69,500 "
50422290,10/30/2023,"$321,000 "
50422290,9/11/2003,"$205,000 "
50422290,6/1/1984,"$93,645 "
50422290,2/3/1984,$0 
50422300,7/22/2005,"$270,000 "
50422300,9/26/2002,"$118,000 "
50422300,8/19/1987,"$86,000 "
50422310,7/28/2017,"$220,000 "
50422310,10/14/1988,"$118,000 "
50422310,12/18/1984,"$96,000 "
50422310,2/3/1984,$0 
50422320,9/18/2007,"$260,000 "
50422320,3/3/2003,"$157,900 "
50422320,10/26/1990,"$109,000 "
50422320,4/2/1985,"$4,000 "
50422320,6/5/1984,"$82,545 "
50422330,7/14/2014,"$300,000 "
50422330,7/1/1996,"$143,500 "
50422330,3/19/1985,"$122,150 "
50422330,2/3/1984,$0 
50422340,7/27/2001,"$74,300 "
50422340,8/28/1990,"$86,000 "
50422340,4/24/1989,"$102,750 "
50422350,1/11/2024,"$317,500 "
50422350,6/19/2020,"$270,000 "
50422350,9/30/2014,"$230,000 "
50422350,1/25/2005,$0 
50422350,10/26/1987,$0 
50422350,6/25/1984,"$92,900 "
50422350,2/3/1984,$0 
50422360,9/25/2015,"$270,000 "
50422360,11/3/2014,"$251,000 "
50422360,10/7/2005,"$335,000 "
50422360,9/29/2000,"$114,000 "
50422360,2/22/1993,"$112,000 "
50422370,7/28/2011,"$260,000 "
50422370,8/9/2001,"$147,900 "
50422370,6/25/1991,"$126,500 "
50422370,8/21/1986,"$102,500 "
50422380,3/25/1991,"$126,900 "
50422380,8/18/1988,"$4,500 "
50422380,7/29/1988,"$108,000 "
50422380,3/7/1985,"$86,500 "
50422390,7/12/2017,"$239,000 "
50422390,5/9/2001,"$148,500 "
50422390,5/4/1995,"$4,000 "
50422390,6/28/1985,"$94,620 "
50422390,2/3/1984,$0 
50422400,9/1/2020,$0 
50422400,8/29/2019,"$335,000 "
50422400,3/15/2013,"$257,400 "
50422400,2/5/2013,"$316,024 "
50422400,6/15/2005,$0 
50422400,2/17/2005,"$325,000 "
50422400,12/6/1993,"$147,500 "
50422410,3/25/1996,"$108,500 "
50422410,4/14/1988,"$107,000 "
50422410,7/2/1984,"$85,460 "
50422420,11/5/1984,"$87,495 "
50422420,2/3/1984,$0 
50422430,6/15/2018,"$200,000 "
50422430,8/30/2012,"$180,000 "
50422430,6/22/2007,"$217,000 "
50422430,4/16/1992,$0 
50422430,4/26/1990,"$108,500 "
50422430,4/27/1989,"$100,000 "
50422440,1/11/1991,"$127,500 "
50422440,8/16/1988,"$5,000 "
50422440,7/28/1988,"$110,000 "
50422440,1/1/1942,"$90,470 "
50422450,2/18/2003,"$128,000 "
50422450,1/8/2003,"$102,000 "
50422450,5/29/1990,"$95,000 "
50422460,10/23/2012,$0 
50422460,9/25/2008,$0 
50422460,9/1/1998,"$103,000 "
50422460,9/14/1988,"$119,000 "
50422460,6/28/1984,"$98,440 "
50422470,3/23/2016,"$200,500 "
50422470,6/13/2015,$0 
50422470,3/8/2012,$0 
50422470,11/15/2001,"$128,000 "
50422470,11/27/1991,$0 
50422470,5/24/1991,"$111,500 "
50422470,5/9/1988,"$227,000 "
50422480,12/27/2018,"$260,000 "
50422480,2/15/2008,$0 
50422480,11/27/1991,$0 
50422480,7/30/1991,"$150,000 "
50422480,5/9/1988,"$227,000 "
50422480,10/31/1984,"$207,900 "
50422490,10/30/2007,"$305,000 "
50422490,4/24/1990,"$155,000 "
50422490,7/28/1988,"$134,000 "
50422490,1/1/1942,"$117,190 "
50422500,10/7/2011,"$255,000 "
50422500,12/3/1999,$0 
50422500,3/23/1992,"$122,900 "
50422500,11/14/1988,"$120,000 "
50422510,12/27/2013,"$239,900 "
50422510,11/30/1988,"$113,500 "
50422510,5/25/1984,"$89,635 "
50422510,2/3/1984,$0 
50422520,3/13/2000,"$100,000 "
50422520,10/23/1987,"$109,000 "
50422520,9/11/1984,"$89,635 "
50422530,11/15/2021,"$282,100 "
50422530,2/7/2014,$0 
50422530,4/25/1989,"$129,000 "
50422530,10/26/1987,$0 
50422530,3/6/1985,"$97,575 "
50422530,2/3/1984,$0 
50422540,1/17/2012,"$244,000 "
50422540,3/30/2007,"$292,000 "
50422540,9/13/2002,$0 
50422540,9/13/2002,"$170,000 "
50422540,8/7/2002,$0 
50422540,9/10/1984,"$94,470 "
50422550,6/10/2022,"$305,000 "
50422550,2/24/2015,"$259,000 "
50422550,3/1/1988,"$108,500 "
50422550,6/30/1987,"$120,584 "
50422550,6/28/1985,"$97,900 "
50422560,3/2/2018,"$232,000 "
50422560,9/13/2016,$0 
50422560,9/27/2001,"$144,000 "
50422560,9/26/1985,"$130,700 "
50422560,2/3/1984,$0 
50422570,2/26/2003,"$185,000 "
50422570,9/22/1999,"$104,000 "
50422570,9/20/1989,"$127,000 "
50422580,11/13/2015,$0 
50422580,8/30/1989,"$125,500 "
50422580,10/21/1988,$0 
50422580,6/22/1984,"$89,085 "
50422590,9/1/2004,"$175,000 "
50422590,12/26/2001,"$98,000 "
50422590,3/30/1992,"$95,000 "
50422600,6/12/2024,"$355,000 "
50422600,10/23/2020,"$315,000 "
50422600,10/6/2017,"$243,000 "
50422600,2/27/2017,"$190,000 "
50422600,2/21/2017,$0 
50422600,6/29/1992,"$122,900 "
50422600,3/20/1989,"$115,000 "
50422600,6/28/1984,"$89,800 "
50422610,8/27/2024,$0 
50422610,9/9/2016,"$174,000 "
50422610,2/11/2009,$0 
50422610,9/24/1992,"$96,000 "
50422610,3/22/1989,"$94,900 "
50422610,6/15/1984,"$67,905 "
50422620,12/28/1999,"$97,500 "
50422620,4/24/1987,"$104,000 "
50422620,5/31/1985,"$99,800 "
50422630,7/1/2016,"$219,900 "
50422630,10/31/2002,"$152,000 "
50422630,8/15/1989,$0 
50422630,8/7/1989,"$105,000 "
50422630,1/31/1985,"$90,775 "
50422640,9/11/1995,$0 
50422640,7/10/1987,"$6,000 "
50422640,5/12/1987,"$129,000 "
50422640,8/13/1984,"$118,000 "
50422650,2/28/2020,"$300,000 "
50422650,5/15/2012,"$285,900 "
50422650,6/9/2000,$0 
50422650,8/11/1992,$0 
50422650,5/31/1984,"$115,070 "
50422660,9/14/2012,"$232,000 "
50422660,7/9/2001,"$144,000 "
50422660,6/25/1998,$0 
50422660,7/19/1988,"$118,000 "
50422670,11/26/2019,"$315,777 "
50422670,1/13/2017,"$230,000 "
50422670,7/12/2010,"$238,500 "
50422670,1/25/1988,"$117,000 "
50422670,11/20/1985,"$100,000 "
50422670,8/3/1984,"$94,675 "
50422680,1/11/2018,$0 
50422680,4/13/2017,"$221,500 "
50422680,8/9/2016,"$398,052 "
50422680,7/6/2005,"$339,000 "
50422680,7/6/2005,$0 
50422680,6/9/2003,$0 
50422690,11/6/2010,"$270,000 "
50422690,7/2/1986,"$6,175 "
50422690,11/21/1984,"$94,470 "
50422690,2/3/1984,$0 
50422700,1/4/2019,$0 
50422700,10/19/1993,$0 
50422700,9/24/1984,"$86,475 "
50422700,2/3/1984,$0 
50422710,4/22/2016,"$267,000 "
50422710,1/26/2016,$0 
50422710,12/12/1984,"$104,290 "
50422710,2/3/1984,$0 
50422720,1/14/2005,"$283,000 "
50422720,5/17/1999,"$105,000 "
50422720,6/27/1994,"$117,500 "
50422730,4/15/2016,"$179,000 "
50422730,11/4/2002,"$126,000 "
50422730,2/23/1989,"$97,000 "
50422730,3/20/1986,"$76,000 "
50422740,4/29/2011,$0 
50422740,11/20/2002,"$181,900 "
50422740,9/3/1997,$0 
50422740,1/4/1994,$0 
50422750,5/28/2021,"$214,000 "
50422750,9/19/2011,$0 
50422750,2/26/2001,"$72,500 "
50422750,6/1/1999,$0 
50422750,3/21/1997,"$66,500 "
50422760,5/20/2020,$0 
50422760,10/9/2015,$0 
50422760,6/9/2015,$0 
50422760,11/7/2014,$0 
50422760,5/3/2013,"$410,000 "
50422760,7/24/2001,$0 
50422760,1/26/1999,"$193,000 "
50422760,8/29/1989,"$250,000 "
50422760,3/20/1985,"$157,544 "
50422770,9/14/2023,$0 
50422770,3/22/2021,"$226,995 "
50422770,2/19/2016,"$149,900 "
50422770,8/13/2007,$0 
50422770,11/8/1990,"$85,100 "
50422770,3/27/1985,"$69,225 "
50422770,2/3/1984,$0 
50422780,7/10/2019,$0 
50422780,4/18/1994,"$115,500 "
50422780,4/11/1989,"$4,050 "
50422780,3/31/1989,"$122,000 "
50422780,12/21/1984,"$99,460 "
50422790,6/30/2021,$0 
50422790,12/18/2015,$0 
50422790,3/18/2004,$0 
50422790,2/29/1988,"$116,000 "
50422790,4/25/1985,"$99,000 "
50422800,3/31/2003,"$183,000 "
50422800,6/25/1992,"$128,000 "
50422800,4/10/1990,$0 
50422800,6/5/1985,"$6,000 "
50422810,6/18/2013,"$251,000 "
50422810,8/26/1996,"$115,000 "
50422810,11/28/1988,"$128,000 "
50422810,6/19/1985,"$97,400 "
50425000,12/3/2021,"$325,000 "
50425000,1/19/2013,$0 
50425000,12/13/1995,"$120,000 "
50425000,1/25/1990,"$135,000 "
50425000,11/21/1984,"$97,800 "
50425010,4/14/2021,$0 
50425010,6/18/2019,"$350,000 "
50425010,6/26/2013,"$319,000 "
50425010,10/22/2002,"$226,000 "
50425010,3/6/1999,$0 
50425010,3/23/1990,"$170,000 "
50425020,9/30/2022,"$324,000 "
50425020,10/21/2020,"$330,000 "
50425020,4/28/2020,$0 
50425020,11/29/2018,$0 
50425020,10/31/1984,"$104,275 "
50425020,8/15/1984,$0 
50425030,8/2/2024,$0 
50425030,6/30/2015,"$310,000 "
50425030,12/9/1994,$0 
50425030,4/30/1993,"$128,500 "
50425030,12/12/1990,$0 
50425040,7/19/2010,"$226,000 "
50425040,2/5/2010,"$225,250 "
50425040,5/17/2006,"$339,000 "
50425040,6/27/2002,"$160,000 "
50425040,11/30/1992,"$124,000 "
50425040,8/30/1990,"$123,500 "
50425050,10/1/2014,$0 
50425050,11/10/2005,$0 
50425050,11/3/2005,"$350,000 "
50425050,10/26/2005,$0 
50425050,12/21/1992,$0 
50425060,9/24/2020,"$265,000 "
50425060,2/17/2016,$0 
50425060,9/30/2014,"$203,000 "
50425060,2/11/2014,$0 
50425060,4/26/2006,"$309,000 "
50425060,4/21/2000,"$91,750 "
50425060,12/21/1994,"$96,900 "
50425060,8/25/1993,$0 
50425070,8/11/2021,"$282,500 "
50425070,10/4/2020,$0 
50425070,12/1/2000,"$134,000 "
50425070,1/31/1986,"$97,060 "
50425070,8/15/1984,$0 
50425080,3/29/2018,"$296,000 "
50425080,7/31/2002,"$170,550 "
50425080,9/30/1999,"$136,000 "
50425080,3/27/1992,"$149,900 "
50425090,5/22/2017,"$189,500 "
50425090,1/16/1990,"$4,500 "
50425090,5/25/1989,"$102,000 "
50425090,11/26/1986,"$80,000 "
50425090,10/18/1984,"$71,070 "
50425100,6/11/1999,"$109,000 "
50425100,7/29/1988,"$119,900 "
50425100,8/23/1985,"$95,940 "
50425110,11/30/2006,$0 
50425110,5/3/1988,$0 
50425110,6/6/1985,"$90,720 "
50425110,8/15/1984,$0 
50425120,4/27/2016,"$265,000 "
50425120,7/20/2007,"$305,000 "
50425120,4/21/1989,"$121,000 "
50425120,7/31/1985,"$94,500 "
50425120,8/15/1984,$0 
50425130,12/26/2023,"$314,000 "
50425130,6/15/2012,"$250,000 "
50425130,4/15/2002,"$150,000 "
50425130,8/20/1985,"$95,960 "
50425130,8/15/1984,$0 
50425140,3/5/2019,"$210,000 "
50425140,10/15/2018,"$193,198 "
50425140,11/18/2005,"$349,900 "
50425140,10/31/2005,$0 
50425140,4/6/2001,$0 
50425140,10/26/1998,"$90,000 "
50425150,8/1/2017,$0 
50425150,1/6/1998,"$142,600 "
50425150,4/9/1990,"$150,000 "
50425150,11/8/1989,"$129,711 "
50425160,10/15/2024,"$350,000 "
50425160,2/6/2017,"$244,200 "
50425160,5/12/2014,$0 
50425160,7/26/1989,"$132,000 "
50425160,10/26/1984,"$98,220 "
50425160,8/15/1984,$0 
50425170,5/27/2022,"$300,000 "
50425170,2/11/2022,"$225,000 "
50425170,7/25/2006,"$335,000 "
50425170,5/10/1988,"$114,000 "
50425170,8/15/1984,$0 
50425180,7/1/2002,"$168,000 "
50425180,9/23/1993,"$120,000 "
50425180,5/23/1986,"$99,000 "
50425190,11/18/2024,"$325,000 "
50425190,9/22/2023,$0 
50425190,9/22/1995,"$113,000 "
50425190,8/18/1993,$0 
50425190,5/6/1987,$0 
50425200,12/12/2001,$0 
50425200,12/12/2001,"$134,000 "
50425200,11/24/2001,"$134,000 "
50425200,9/22/1989,"$106,500 "
50425210,4/17/2020,"$275,000 "
50425210,11/12/2013,"$245,000 "
50425210,4/1/1999,"$97,800 "
50425210,10/31/1984,"$94,060 "
50425210,8/15/1984,$0 
50425220,12/30/2011,$0 
50425220,3/31/2005,"$353,200 "
50425220,10/31/2002,"$191,000 "
50425220,10/31/2002,$0 
50425220,9/26/1986,"$130,500 "
50425230,7/21/2020,"$225,000 "
50425230,6/5/2008,"$245,950 "
50425230,4/23/2003,$0 
50425230,5/19/1998,"$69,500 "
50425230,10/19/1984,"$69,820 "
50425240,12/9/2016,$0 
50425240,6/10/1993,"$117,000 "
50425240,2/19/1986,"$98,960 "
50425240,8/15/1984,$0 
50425250,5/13/2004,"$230,000 "
50425250,5/16/1994,"$115,000 "
50425250,7/3/1985,"$99,540 "
50425260,3/27/2019,"$261,000 "
50425260,10/13/1989,"$118,000 "
50425260,12/19/1985,"$105,000 "
50425260,8/15/1984,$0 
50425270,2/23/2022,"$300,000 "
50425270,5/8/2014,"$264,000 "
50425270,4/3/2013,"$250,000 "
50425270,2/11/2009,$0 
50425270,2/23/2006,"$313,500 "
50425270,7/15/1999,"$112,371 "
50425270,8/25/1998,"$105,000 "
50425270,4/21/1993,"$122,000 "
50425280,5/7/2014,"$225,000 "
50425280,12/12/2006,"$280,000 "
50425280,10/22/2003,"$198,000 "
50425280,11/29/1999,"$98,000 "
50425280,4/2/1985,"$96,500 "
50425290,7/14/2017,"$210,000 "
50425290,11/13/2014,"$252,500 "
50425290,1/24/2014,$0 
50425290,5/4/2013,$0 
50425290,10/11/1984,"$132,000 "
50425290,8/15/1984,$0 
50425300,5/5/2016,"$265,000 "
50425300,12/3/2013,$0 
50425300,4/21/2006,"$325,000 "
50425300,1/5/2001,"$112,900 "
50425300,5/16/1988,"$117,000 "
50425300,9/14/1984,"$99,440 "
50425310,3/20/2003,"$184,000 "
50425310,8/27/1999,"$104,000 "
50425310,8/26/1988,"$113,000 "
50425320,4/8/2020,"$305,000 "
50425320,1/15/2020,"$205,000 "
50425320,6/14/2019,$0 
50425320,6/11/2019,$0 
50425320,10/25/1989,"$132,000 "
50425320,10/29/1986,"$100,000 "
50425320,5/10/1985,"$98,500 "
50425330,10/12/2000,"$110,000 "
50425330,6/29/1994,"$118,500 "
50425330,9/14/1984,"$98,260 "
50425340,2/14/2018,$0 
50425340,2/14/2018,"$231,891 "
50425340,10/12/2017,"$224,907 "
50425340,3/1/2017,"$169,379 "
50425340,3/25/2005,"$310,000 "
50425340,8/28/2003,"$179,500 "
50425340,11/24/1993,"$115,000 "
50425350,8/27/2015,"$256,250 "
50425350,4/2/2010,$0 
50425350,2/7/2009,$0 
50425350,10/29/1987,"$4,500 "
50425350,8/31/1987,"$103,900 "
50425350,2/20/1985,"$87,665 "
50425350,8/15/1984,$0 
50425360,10/17/2023,$0 
50425360,2/21/2013,"$256,000 "
50425360,11/25/2012,$0 
50425360,7/14/1995,"$144,500 "
50425360,6/24/1987,"$135,000 "
50425360,3/21/1985,"$123,000 "
50425370,5/21/2021,"$205,000 "
50425370,11/18/2002,"$117,000 "
50425370,1/31/2002,"$113,900 "
50425370,9/14/2001,"$89,000 "
50425380,9/10/2020,"$214,900 "
50425380,12/13/2012,"$169,500 "
50425380,7/31/2001,"$86,000 "
50425380,9/1/1988,"$4,500 "
50425380,6/2/1987,"$78,000 "
50425380,10/25/1984,"$72,525 "
50425390,10/25/2002,$0 
50425390,3/29/1991,"$125,950 "
50425390,12/7/1990,"$116,600 "
50425400,1/17/2003,$0 
50425400,7/25/1988,"$121,000 "
50425400,11/26/1985,"$101,400 "
50425410,8/8/2008,"$265,900 "
50425410,12/19/2000,"$124,900 "
50425410,1/27/1989,"$119,000 "
50425410,9/27/1985,"$103,560 "
50425420,7/30/1993,"$126,000 "
50425420,12/15/1985,"$5,500 "
50425420,8/22/1985,"$103,840 "
50425420,8/15/1984,$0 
50425430,3/23/1992,"$119,500 "
50425430,2/26/1987,"$47,900 "
50425430,4/30/1986,"$103,900 "
50425440,3/30/2021,"$285,000 "
50425440,9/5/2018,$0 
50425440,7/24/2009,"$277,500 "
50425440,4/18/2001,"$137,500 "
50425440,4/27/1989,"$130,000 "
50425440,5/29/1985,"$105,470 "
50425450,6/5/2024,"$425,000 "
50425450,2/25/2011,"$285,000 "
50425450,10/29/2010,"$206,100 "
50425450,3/24/2003,"$205,000 "
50425450,9/27/1989,"$160,000 "
50425450,4/10/1987,$0 
50425460,6/5/2009,"$265,000 "
50425460,4/17/2007,"$293,000 "
50425460,4/15/2004,"$238,000 "
50425460,9/6/1988,"$114,000 "
50425460,12/27/1984,"$101,460 "
50425470,11/27/2024,"$325,000 "
50425470,12/27/2016,"$254,000 "
50425470,6/26/1989,"$130,000 "
50425470,6/24/1989,"$4,500 "
50425470,9/29/1988,"$116,000 "
50425470,11/15/1984,"$97,500 "
50425480,2/28/2023,"$335,000 "
50425480,7/21/2020,"$290,000 "
50425480,9/1/2017,"$248,000 "
50425480,7/30/2010,"$280,000 "
50425480,5/4/2005,"$325,000 "
50425480,6/15/1998,"$103,000 "
50425480,12/19/1988,"$123,500 "
50425490,1/22/2014,"$259,900 "
50425490,11/16/2006,"$305,000 "
50425490,9/11/1995,"$120,000 "
50425490,4/25/1989,"$125,000 "
50425490,1/25/1985,"$108,245 "
50425500,8/16/2007,"$260,000 "
50425500,10/25/1984,"$91,400 "
50425500,8/15/1984,$0 
50425510,12/17/2024,"$325,000 "
50425510,9/9/2022,"$315,000 "
50425510,2/27/2018,$0 
50425510,4/5/2016,"$245,000 "
50425510,7/5/2007,$0 
50425510,12/7/1990,"$113,000 "
50425510,10/16/1986,"$98,000 "
50425510,2/11/1985,"$93,500 "
50425520,6/12/2023,"$405,000 "
50425520,11/9/2018,$0 
50425520,2/6/2003,$0 
50425520,8/27/2002,$0 
50425520,11/2/2001,$0 
50425520,3/30/1993,"$153,000 "
50425520,7/19/1988,"$125,000 "
50425530,9/23/2022,"$175,000 "
50425530,4/26/2003,$0 
50425530,8/15/1984,$0 
50425530,8/9/1984,"$56,300 "
50425540,1/9/2019,"$180,000 "
50425540,4/21/1992,"$94,000 "
50425540,9/28/1984,"$74,800 "
50425540,8/15/1984,$0 
50425550,6/21/2006,"$330,000 "
50425550,1/19/2001,"$134,300 "
50425550,12/17/1997,"$88,000 "
50425550,12/10/1996,"$129,000 "
50425560,7/26/1994,"$111,500 "
50425560,8/27/1993,$0 
50425560,10/31/1984,"$99,400 "
50425570,9/1/2016,"$252,000 "
50425570,8/3/1989,"$127,000 "
50425570,8/1/1989,"$4,050 "
50425570,8/30/1985,"$103,460 "
50425570,8/15/1984,$0 
50425580,11/10/1999,"$108,000 "
50425580,8/13/1990,$0 
50425580,7/16/1990,"$141,000 "
50425590,1/27/2022,"$265,000 "
50425590,12/15/2000,"$128,000 "
50425590,6/24/1988,"$117,500 "
50425590,4/25/1986,"$104,500 "
50455900,2/21/2013,"$300,000 "
50455900,3/31/2008,"$300,000 "
50455900,1/23/1990,"$135,000 "
50455900,1/30/1986,"$112,570 "
50455900,8/15/1984,$0 
50455910,4/2/2021,"$290,000 "
50455910,10/30/2014,"$252,500 "
50455910,4/28/2014,"$215,000 "
50455910,2/27/2003,"$185,000 "
50455910,11/21/2001,$0 
50455910,8/30/1996,"$114,000 "
50455920,9/18/2021,"$350,000 "
50455920,1/14/2021,$0 
50455920,5/25/2010,"$272,000 "
50455920,10/2/2006,$0 
50455920,7/26/2002,"$180,000 "
50455920,7/26/1985,"$139,050 "
50455920,8/15/1984,$0 
50455930,6/26/2009,"$253,000 "
50455930,8/17/2004,"$241,275 "
50455930,7/31/2001,"$125,000 "
50455930,10/25/1991,"$107,000 "
50455940,9/2/2021,"$335,000 "
50455940,9/29/2000,"$127,500 "
50455940,12/5/1994,"$115,000 "
50455940,11/7/1985,"$101,260 "
50455950,9/10/2021,"$325,000 "
50455950,6/3/2021,$0 
50455950,5/5/2017,"$293,000 "
50455950,1/19/2005,$0 
50455950,11/21/2004,$0 
50455950,8/31/1993,"$152,500 "
50455960,5/19/2014,"$282,000 "
50455960,6/30/2004,"$267,000 "
50455960,4/30/1991,"$131,000 "
50455960,5/8/1985,"$111,960 "
50455970,7/13/2022,"$237,500 "
50455970,1/26/2015,"$176,000 "
50455970,3/26/2014,$0 
50455970,11/3/2003,"$164,000 "
50455970,5/22/1992,"$97,500 "
50455970,7/25/1989,"$100,000 "
50455970,5/31/1985,"$75,000 "
50455980,10/6/2017,"$272,000 "
50455980,6/27/1988,"$119,000 "
50455980,8/28/1985,"$111,400 "
50455980,8/15/1984,$0 
50455990,6/20/2005,$0 
50455990,6/15/2005,"$310,000 "
50455990,10/20/1992,"$125,000 "
50455990,7/14/1988,"$118,000 "
50456000,2/24/2022,"$299,900 "
50456000,6/27/1991,"$122,500 "
50456000,10/31/1986,"$103,450 "
50456000,8/15/1984,$0 
50456010,6/8/2009,"$255,000 "
50456010,6/21/2002,"$157,000 "
50456010,2/26/1999,"$102,000 "
50456010,5/8/1992,$0 
50456020,10/5/2016,"$240,000 "
50456020,4/30/1999,"$96,000 "
