account_num,year_built,construction_quality,building_condition,hvac,building_type,gross_building_area,net_leasable_area
60041150,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041160,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041170,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041180,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041190,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041200,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041210,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041220,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041230,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041240,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041250,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041260,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041270,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041280,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041290,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041300,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041310,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041320,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041330,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041340,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041350,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041360,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041370,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041380,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041390,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041400,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041410,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041420,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041430,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041440,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041450,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041460,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041470,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041480,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041490,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041500,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041510,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041520,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041530,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041540,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041550,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041560,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041570,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041580,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041590,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041600,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041610,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041620,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041630,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041640,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041650,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041660,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041670,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041680,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041690,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041700,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041710,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041720,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041730,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041740,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041750,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041760,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041770,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041780,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041790,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041800,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041810,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041820,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
60041830,2022,EXCELLENT,VERY GOOD,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
12624520,1800,VERY GOOD PLUS,GOOD,PACKAGE UNIT,OFFICE BUILDING,"2,512",0
12624000,1800,GOOD,FAIR,PACKAGE UNIT,MIXED RETAIL W/ RES UNITS,"1,000",0
50212200,1870,GOOD,AVERAGE,PACKAGE UNIT,MIXED RETAIL W/ RES UNITS,"2,805",0
12623500,1850,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ RES UNITS,"1,840",0
12623000,1840,VERY GOOD,GOOD,PACKAGE UNIT,RESTAURANT,"2,958",0
50212210,1870,GOOD,AVERAGE,PACKAGE UNIT,MIXED RETAIL W/ RES UNITS,"2,805",0
12622500,1800,GOOD,GOOD,PACKAGE UNIT,OFFICE BUILDING,"2,097",0
11942000,1870,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ RES UNITS,"2,822",0
12622000,1800,VERY GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ RES UNITS,"2,976",0
50212220,1870,GOOD,GOOD,PACKAGE UNIT,OFFICE BUILDING,"4,940",0
12621500,1951,GOOD,GOOD,PACKAGE UNIT,OFFICE BUILDING,"4,346",0
11943000,1960,VERY GOOD,GOOD,PACKAGE UNIT,OFFICE BUILDING,"2,160",0
12621000,1900,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"4,730",0
11943500,1840,GOOD,AVERAGE,HEAT PUMP INDIVIDUAL UNIT,MIXED RETAIL W/ OFFICE UNITS,"3,264","3,101"
11855010,1900,VERY GOOD,VERY GOOD,CENTRAL AIR TO AIR,TOWNHOUSE TWO STORY,"1,152",0
11855020,1900,VERY GOOD,GOOD,CENTRAL AIR TO AIR,TOWNHOUSE TWO STORY,"1,402",0
12515500,1900,GOOD,GOOD,COMPLETE HVAC,CHURCH,"8,736",0
12448000,1964,GOOD,GOOD,PACKAGE UNIT,SUPERMARKET,"12,900",0
15851000,1940,VERY GOOD,AVERAGE,HOT WATER BASE BOARD W/AC,2.25 STORY FIN,"2,216",0
50447000,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50447010,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50447020,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50447030,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50447040,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50447050,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50447060,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50447070,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50447080,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50447090,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50448000,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50448010,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50448020,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50448030,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50448040,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50448050,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50448060,1937,GOOD,VERY GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
15648500,1945,GOOD,GOOD,PACKAGE UNIT,ELEM/SECONDARY MEDIA CENTER,"51,766",0
14515500,2023,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,2 STORY,"1,264",0
15867000,1940,GOOD PLUS,GOOD,COMPLETE HVAC,CHURCH,"20,500",0
15854500,1940,VERY GOOD,GOOD,COMPLETE HVAC,CHURCH,"19,789",0
60033410,1946,GOOD PLUS,GOOD,PACKAGE UNIT,SCHOOL - CLASSROOM,"30,065",0
50624200,1920,VERY GOOD,VERY GOOD,COMPLETE HVAC,SCHOOL - ELEMENTARY/SECONDARY,"46,858",0
16287520,1930,VERY GOOD,GOOD,COMPLETE HVAC,CHURCH,"36,964",0
15584000,1940,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ OFFICE UNITS,"1,560",0
40296000,2007,LOW,AVERAGE,NONE,STORAGE GARAGE,423,0
42304000,1960,GOOD,GOOD,PACKAGE UNIT,MULTIPLE - RESIDENTIAL,"468,820",0
50189400,1970,GOOD,GOOD,PACKAGE UNIT,SCHOOL - ELEMENTARY/SECONDARY,"97,069",0
42312000,1960,GOOD,GOOD,PACKAGE UNIT,MULTIPLE - RESIDENTIAL,"468,820",0
60023400,2014,VERY GOOD,EXCELLENT,HEAT PUMP INDIVIDUAL UNIT,LUXURY APARTMENTS HI-RISE,"115,010",0
60023420,2013,VERY GOOD,EXCELLENT,HEAT PUMP INDIVIDUAL UNIT,LUXURY APARTMENTS HI-RISE,"224,392",0
17137000,1963,GOOD,GOOD,PACKAGE UNIT,MULTIPLE - RESIDENTIAL,"18,936",0
17144500,1961,GOOD,GOOD,PACKAGE UNIT,MULTIPLE - RESIDENTIAL,"37,488",0
50323000,1975,GOOD,GOOD,HEAT PUMP INDIVIDUAL UNIT,HOTEL,"200,000",0
50715230,2005,EXCELLENT,EXCELLENT,NONE,CONDO <= 3 STORIES,NA,NA
50715240,2006,EXCELLENT,EXCELLENT,NONE,CONDO > 3 STORIES,NA,NA
50715250,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715260,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715270,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715280,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715290,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715300,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715310,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715320,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715330,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715340,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715350,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715360,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715370,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715380,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715390,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715400,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715410,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715420,2006,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50715430,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715440,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715450,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715460,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715470,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715480,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715490,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715500,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715510,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715520,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715530,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715540,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715550,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715560,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715570,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715580,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715590,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715600,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715610,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
50715620,2004,EXCELLENT,EXCELLENT,CENTRAL AIR TO AIR,CONDO > 3 STORIES,NA,NA
11019000,1998,GOOD PLUS,VERY GOOD,COMPLETE HVAC,FIRE STATION STAFFED,"20,838",0
50598160,1900,VERY GOOD,VERY GOOD,HOT CHILLED WATER,CHURCH,"7,685",0
45488000,1978,VERY GOOD PLUS,VERY GOOD,CENTRAL AIR TO AIR,1 STORY,"2,700",0
50597050,1962,GOOD,GOOD,WARM AND COOL AIR ZONE,HOSPITAL,"782,494",0
60049080,2024,VERY GOOD,EXCELLENT,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,0,0
46424000,1975,GOOD,GOOD,HEAT PUMP,FIRE STATION STAFFED,"10,750",0
46448050,1966,GOOD,VERY GOOD,HEAT PUMP INDIVIDUAL UNIT,MULTIPLE - RESIDENTIAL,"500,118",0
30624000,1950,AVERAGE PLUS,AVERAGE,PACKAGE UNIT,SCHOOL - ELEMENTARY/SECONDARY,"228,915",0
46448200,1975,AVERAGE,AVERAGE,PACKAGE UNIT,LIBRARY,"10,237",0
50512410,2020,VERY GOOD,VERY GOOD,HEAT PUMP INDIVIDUAL UNIT,APARTMENTS (HI-RISE),"214,632","159,113"
60044490,1985,GOOD,GOOD,HOT CHILLED WATER,HOTEL,"448,100",0
60032860,1960,AVERAGE PLUS,AVERAGE,HOT CHILLED WATER,APARTMENTS (HI-RISE),"384,750",0
60032870,1960,AVERAGE PLUS,AVERAGE,HOT CHILLED WATER,APARTMENTS (HI-RISE),"384,750",0
60032880,1960,AVERAGE PLUS,AVERAGE,HOT CHILLED WATER,APARTMENTS (HI-RISE),"384,750",0
60032890,1960,AVERAGE PLUS,AVERAGE,HOT CHILLED WATER,APARTMENTS (HI-RISE),"384,750",0
60032900,1960,AVERAGE PLUS,AVERAGE,NONE,APARTMENTS (HI-RISE),"384,750",0
60032910,1975,GOOD,GOOD,NONE,CONVENIENCE STORE,"6,400",0
43672000,1963,GOOD,GOOD,PACKAGE UNIT,MIXED RETAIL W/ RES UNITS,"1,242",0
44160000,1960,GOOD,GOOD,PACKAGE UNIT,INDUSTRIAL FLEX MALL BUILDING,"104,574",0
27792675,2008,VERY GOOD,AVERAGE,NONE,1 STORY,1,0
17776000,1967,VERY GOOD,GOOD,PACKAGE UNIT,AUTOMOTIVE CENTER,"2,182",0
17778000,1986,GOOD,GOOD,HOT CHILLED WATER,OFFICE BUILDING,"221,389","205,127"
50424300,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424310,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424320,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424330,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424340,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424350,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424360,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424370,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424380,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424390,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424400,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424410,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424420,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424430,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424440,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424460,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424470,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424480,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424490,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424500,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424510,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424520,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424530,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424540,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424550,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424560,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424570,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424580,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424590,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424600,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424610,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424620,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424630,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424640,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424650,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424660,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424670,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424680,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424690,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424700,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424710,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424720,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424730,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424740,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424750,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424760,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424770,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50457400,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50457410,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424800,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424810,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424820,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424830,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424840,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424850,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424860,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50424870,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456500,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456510,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456520,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456530,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456540,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456550,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456560,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456570,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456580,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456590,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456600,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456610,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456620,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
50456630,1959,GOOD,GOOD,CENTRAL AIR TO AIR,CONDO <= 3 STORIES,NA,NA
